대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일
인천광역시 부평구 십정동 401-8번지,,338.22,01000,단독주택,19920116.0
인천광역시 부평구 십정동 401-9번지,웅빈하이츠4차,653.45,02000,공동주택,20001017.0
인천광역시 부평구 십정동 401번지,,0.81,01000,단독주택,19880118.0
인천광역시 부평구 십정동 401번지,,305.79,01000,단독주택,19880118.0
인천광역시 부평구 십정동 402-11번지,세레니티힐,4315.71,14000,업무시설,20170202.0
인천광역시 부평구 십정동 402-12번지,원하우스,498.88,01000,단독주택,20191004.0
인천광역시 부평구 십정동 402-15번지,,312.97,02000,공동주택,19870429.0
인천광역시 부평구 십정동 402-15번지,,265.08,02000,공동주택,19870429.0
인천광역시 부평구 십정동 402-1번지,,119.5,03000,제1종근린생활시설,19940721.0
인천광역시 부평구 십정동 402-20번지,,380.52,02000,공동주택,19910504.0
인천광역시 부평구 십정동 402-20번지,,410.64,02000,공동주택,19910504.0
인천광역시 부평구 십정동 402-21번지,,319.8,04000,제2종근린생활시설,19861218.0
인천광역시 부평구 십정동 402-22번지,동민탑아파트,786.95,02000,공동주택,20030110.0
인천광역시 부평구 십정동 402-23번지,대동오피스텔,1226.31,14000,업무시설,20040819.0
인천광역시 부평구 십정동 402-24번지,청담오피스텔,1403.66,14000,업무시설,20030819.0
인천광역시 부평구 십정동 402-27번지,,657.32,02000,공동주택,19930611.0
인천광역시 부평구 십정동 402-29번지,,493.87,04000,제2종근린생활시설,20010619.0
인천광역시 부평구 십정동 402-2번지,,433.87,04000,제2종근린생활시설,19890102.0
인천광역시 부평구 십정동 402-30번지,,395.82,01000,단독주택,20000907.0
인천광역시 부평구 십정동 402-31번지,,477.79,03000,제1종근린생활시설,19861115.0
인천광역시 부평구 십정동 402-33번지,,53.76,04000,제2종근린생활시설,20080109.0
인천광역시 부평구 십정동 402-33번지,,12.12,04000,제2종근린생활시설,19850114.0
인천광역시 부평구 십정동 402-33번지,,389.625,04000,제2종근린생활시설,19850114.0
인천광역시 부평구 십정동 402-3번지,,1.98,04000,제2종근린생활시설,19880517.0
인천광역시 부평구 십정동 402-3번지,,173.08,04000,제2종근린생활시설,19880517.0
인천광역시 부평구 십정동 402-41번지,,820.44,04000,제2종근린생활시설,19850320.0
인천광역시 부평구 십정동 402-43번지,,196.44,01000,단독주택,19800209.0
인천광역시 부평구 십정동 402-43번지,,712.26,04000,제2종근린생활시설,19850726.0
인천광역시 부평구 십정동 402-45번지,,127.63,04000,제2종근린생활시설,19771104.0
인천광역시 부평구 십정동 402-45번지,,4.5,04000,제2종근린생활시설,19771104.0
인천광역시 부평구 십정동 402-46번지,,139.48,04000,제2종근린생활시설,19920709.0
인천광역시 부평구 십정동 402-46번지,,0.99,04000,제2종근린생활시설,19920709.0
인천광역시 부평구 십정동 402-47번지,,814.82,01000,단독주택,20000701.0
인천광역시 부평구 십정동 402-48번지,,111.96,04000,제2종근린생활시설,20020522.0
인천광역시 부평구 십정동 402-4번지,,445.39,01000,단독주택,19850930.0
인천광역시 부평구 십정동 402-50번지,,788.34,04000,제2종근린생활시설,19860804.0
인천광역시 부평구 십정동 402-53번지,,454.46,04000,제2종근린생활시설,19911230.0
인천광역시 부평구 십정동 402-54번지,,462.96,04000,제2종근린생활시설,19850810.0
인천광역시 부평구 십정동 402-56번지,,1352.43,03000,제1종근린생활시설,19850903.0
인천광역시 부평구 십정동 402-57번지,에버그린아파트,1556.54,02000,공동주택,20100702.0
인천광역시 부평구 십정동 402-58번지,,845.63,04000,제2종근린생활시설,20031205.0
인천광역시 부평구 십정동 402-59번지,청담빌딩,1318.92,04000,제2종근린생활시설,20070419.0
인천광역시 부평구 십정동 402-5번지,,513.88,01000,단독주택,20021109.0
인천광역시 부평구 십정동 402-60번지,경선오피스텔,1020.6,14000,업무시설,20041007.0
인천광역시 부평구 십정동 402-61번지,,448.605,02000,공동주택,19941210.0
인천광역시 부평구 십정동 402-65번지,,332.94,01000,단독주택,19850520.0
인천광역시 부평구 십정동 402-66번지,스타플랙스,2323.79,03000,제1종근린생활시설,20071217.0
인천광역시 부평구 십정동 402-67번지,,130.69,01000,단독주택,19730223.0
인천광역시 부평구 십정동 402-69번지,,413.84,02000,공동주택,19910506.0
인천광역시 부평구 십정동 402-69번지,,366.34,02000,공동주택,19910506.0
인천광역시 부평구 십정동 402-6번지,,3271.98,03000,제1종근린생활시설,19920901.0
인천광역시 부평구 십정동 402-70번지,,489.72,02000,공동주택,19910304.0
인천광역시 부평구 십정동 402-71번지,,445.26,02000,공동주택,19910621.0
인천광역시 부평구 십정동 402-77번지,동민탑아파트,774.19,02000,공동주택,20030114.0
인천광역시 부평구 십정동 402-8번지,,1599.38,04000,제2종근린생활시설,19951201.0
인천광역시 부평구 십정동 402번지,,138.45,03000,제1종근린생활시설,19900928.0
인천광역시 부평구 십정동 402번지,,167.17,01000,단독주택,19790327.0
인천광역시 부평구 십정동 402번지,,0.81,04000,제2종근린생활시설,19900928.0
인천광역시 부평구 십정동 403-10번지,,1754.0,03000,제1종근린생활시설,19881012.0
인천광역시 부평구 십정동 403-13번지,,210.31,01000,단독주택,19881122.0
인천광역시 부평구 십정동 403-14번지,라온팰리스,659.2,04000,제2종근린생활시설,20171128.0
인천광역시 부평구 십정동 403-15번지,,306.08,04000,제2종근린생활시설,19910123.0
인천광역시 부평구 십정동 403-18번지,,210.31,01000,단독주택,19881217.0
인천광역시 부평구 십정동 403-19번지,,210.31,01000,단독주택,19890620.0
인천광역시 부평구 십정동 403-1번지,,887.38,03000,제1종근린생활시설,19910211.0
인천광역시 부평구 십정동 403-20번지,,210.31,01000,단독주택,19881224.0
인천광역시 부평구 십정동 403-21번지,,210.31,01000,단독주택,19890519.0
인천광역시 부평구 십정동 403-26번지,금성아트맨션,648.74,02000,공동주택,20020318.0
인천광역시 부평구 십정동 403-27번지,금성아트맨션,653.26,02000,공동주택,20020320.0
인천광역시 부평구 십정동 403-3번지,,1401.05,04000,제2종근린생활시설,19881115.0
인천광역시 부평구 십정동 403-5번지,,1346.2,04000,제2종근린생활시설,19910803.0
인천광역시 부평구 십정동 403-7번지,,624.8,01000,단독주택,19900918.0
인천광역시 부평구 십정동 403-8번지,동화메디칼,2079.77,03000,제1종근린생활시설,20020521.0
인천광역시 부평구 십정동 403-9번지,,695.5,03000,제1종근린생활시설,19851214.0
인천광역시 부평구 십정동 403번지,,26.45,01000,단독주택,
인천광역시 부평구 십정동 404-10번지,,176.75,01000,단독주택,19850608.0
인천광역시 부평구 십정동 404-11번지,,281.19,02000,공동주택,19860607.0
인천광역시 부평구 십정동 404-12번지,,308.52,01000,단독주택,19881201.0
인천광역시 부평구 십정동 404-13번지,,328.71,02000,공동주택,19860601.0
인천광역시 부평구 십정동 404-14번지,,324.51,02000,공동주택,19860605.0
인천광역시 부평구 십정동 404-16번지,,316.85,01000,단독주택,19890314.0
인천광역시 부평구 십정동 404-17번지,,313.05,01000,단독주택,19881224.0
인천광역시 부평구 십정동 404-18번지,,305.17,01000,단독주택,19890922.0
인천광역시 부평구 십정동 404-1번지,,160.25,01000,단독주택,19850626.0
인천광역시 부평구 십정동 404-2번지,,160.25,01000,단독주택,19850608.0
인천광역시 부평구 십정동 404-3번지,,153.65,01000,단독주택,19850626.0
인천광역시 부평구 십정동 404-4번지,,288.46,01000,단독주택,19950421.0
인천광역시 부평구 십정동 404-5번지,,159.51,01000,단독주택,19850604.0
인천광역시 부평구 십정동 404-6번지,,160.98,01000,단독주택,19850608.0
인천광역시 부평구 십정동 404-8번지,,151.56,01000,단독주택,19850613.0
인천광역시 부평구 십정동 404-9번지,,150.26,01000,단독주택,19850702.0
인천광역시 부평구 십정동 405-10번지,,525.95,04000,제2종근린생활시설,19930707.0
인천광역시 부평구 십정동 405-1번지,,1385.85,04000,제2종근린생활시설,19920801.0
인천광역시 부평구 십정동 405-2번지,현대하이츠,657.01,02000,공동주택,20000418.0
인천광역시 부평구 십정동 405-3번지,,1336.18,04000,제2종근린생활시설,19901211.0
인천광역시 부평구 십정동 405-4번지,,329.44,02000,공동주택,19910820.0
인천광역시 부평구 십정동 405-5번지,그린아트빌,653.97,02000,공동주택,20010811.0
인천광역시 부평구 십정동 405-6번지,,321.54,02000,공동주택,19871218.0
인천광역시 부평구 십정동 405-7번지,,321.54,02000,공동주택,19871218.0
인천광역시 부평구 십정동 405-8번지,,329.44,02000,공동주택,19910820.0
인천광역시 부평구 십정동 405-9번지,,493.65,01000,단독주택,19930526.0
인천광역시 부평구 십정동 405번지,,854.24,01000,단독주택,19940928.0
인천광역시 부평구 십정동 406-1번지,,944.66,04000,제2종근린생활시설,20000608.0
인천광역시 부평구 십정동 406-2번지,,1813.8,04000,제2종근린생활시설,19930611.0
인천광역시 부평구 십정동 406-3번지,동암 비버리씨티,6960.8628,02000,공동주택,20140919.0
인천광역시 부평구 십정동 406-4번지,,516.8,04000,제2종근린생활시설,19930707.0
인천광역시 부평구 십정동 406번지,,1562.46,04000,제2종근린생활시설,19870921.0
인천광역시 부평구 십정동 407-10번지,,1081.38,04000,제2종근린생활시설,19850909.0
인천광역시 부평구 십정동 407-12번지,,359.16,01000,단독주택,19901221.0
인천광역시 부평구 십정동 407-13번지,,807.9,03000,제1종근린생활시설,19850703.0
인천광역시 부평구 십정동 407-15번지,,1021.94,03000,제1종근린생활시설,19940831.0
인천광역시 부평구 십정동 407-16번지,,599.34,04000,제2종근린생활시설,19901203.0
인천광역시 부평구 십정동 407-18번지,,624.87,04000,제2종근린생활시설,20170804.0
인천광역시 부평구 십정동 407-1번지,십정동 삼정빌딩,1958.17,04000,제2종근린생활시설,19910716.0
인천광역시 부평구 십정동 407-20번지,,801.93,04000,제2종근린생활시설,19920430.0
인천광역시 부평구 십정동 407-21번지,,752.05,04000,제2종근린생활시설,19850726.0
인천광역시 부평구 십정동 407-22번지,신명오피스텔빌딩,4239.66,14000,업무시설,20170705.0
인천광역시 부평구 십정동 407-27번지,,118.94,04000,제2종근린생활시설,19930727.0
인천광역시 부평구 십정동 407-27번지,,1.2,03000,제1종근린생활시설,19930727.0
인천광역시 부평구 십정동 407-28번지,,269.76,01000,단독주택,19971025.0
인천광역시 부평구 십정동 407-29번지,,767.63,04000,제2종근린생활시설,19930414.0
인천광역시 부평구 십정동 407-2번지,,1610.47,04000,제2종근린생활시설,19920513.0
인천광역시 부평구 십정동 407-30번지,,469.5,03000,제1종근린생활시설,19910822.0
인천광역시 부평구 십정동 407-31번지,,472.32,04000,제2종근린생활시설,19921215.0
인천광역시 부평구 십정동 407-4번지,,856.947,03000,제1종근린생활시설,19851228.0
인천광역시 부평구 십정동 407-5번지,,922.9,04000,제2종근린생활시설,19851113.0
인천광역시 부평구 십정동 407-8번지,,1009.44,04000,제2종근린생활시설,20021213.0
인천광역시 부평구 십정동 407-9번지,,492.93,04000,제2종근린생활시설,19851209.0
인천광역시 부평구 십정동 408-10번지,나호,481.9,04000,제2종근린생활시설,19850729.0
인천광역시 부평구 십정동 408-11번지,,3318.18,14000,업무시설,19951025.0
인천광역시 부평구 십정동 408-14번지,,983.36,03000,제1종근린생활시설,19861027.0
인천광역시 부평구 십정동 408-15번지,,467.4,04000,제2종근린생활시설,19850803.0
인천광역시 부평구 십정동 408-15번지,,467.4,04000,제2종근린생활시설,19850803.0
인천광역시 부평구 십정동 408-16번지,,999.48,03000,제1종근린생활시설,19890126.0
인천광역시 부평구 십정동 408-1번지,무영빌딩,1130.44,14000,업무시설,20030425.0
인천광역시 부평구 십정동 408-20번지,백승빌라,449.14,02000,공동주택,19940621.0
인천광역시 부평구 십정동 408-20번지,,12.96,01000,단독주택,19690120.0
인천광역시 부평구 십정동 408-21번지,협진맨숀빌라,658.96,02000,공동주택,19940111.0
인천광역시 부평구 십정동 408-23번지,,259.88,01000,단독주택,19890425.0
인천광역시 부평구 십정동 408-25번지,,134.25,01000,단독주택,19851126.0
인천광역시 부평구 십정동 408-26번지,,288.27,01000,단독주택,19881102.0
인천광역시 부평구 십정동 408-29번지,현대캐슬아파트,1998.75,02000,공동주택,20100315.0
인천광역시 부평구 십정동 408-2번지,조은빌딩,1064.79,02000,공동주택,20020417.0
인천광역시 부평구 십정동 408-30번지,,493.22,04000,제2종근린생활시설,19911016.0
인천광역시 부평구 십정동 408-31번지,,1251.18,04000,제2종근린생활시설,19900117.0
인천광역시 부평구 십정동 408-34번지,,2.7,01000,단독주택,19841006.0
인천광역시 부평구 십정동 408-34번지,,163.17,01000,단독주택,19841006.0
인천광역시 부평구 십정동 408-36번지,한빛빌라,657.16,02000,공동주택,19940604.0
인천광역시 부평구 십정동 408-38번지,영빌라,329.28,02000,공동주택,19920901.0
인천광역시 부평구 십정동 408-3번지,,68.4,04000,제2종근린생활시설,19980615.0
인천광역시 부평구 십정동 408-3번지,,85.5,01000,단독주택,
인천광역시 부평구 십정동 408-41번지,효성홈타운,998.56,02000,공동주택,20100811.0
인천광역시 부평구 십정동 408-46번지,,194.08,01000,단독주택,19851126.0
인천광역시 부평구 십정동 408-47번지,,232.855,03000,제1종근린생활시설,19851126.0
인천광역시 부평구 십정동 408-48번지,동암역 대우 마이빌,10965.02,14000,업무시설,20040212.0
인천광역시 부평구 십정동 408-50번지,,303.34,01000,단독주택,20100330.0
인천광역시 부평구 십정동 408-51번지,정진빌라,498.6,02000,공동주택,19920729.0
인천광역시 부평구 십정동 408-52번지,,258.43,01000,단독주택,19890311.0
인천광역시 부평구 십정동 408-54번지,,1540.07,04000,제2종근린생활시설,20210517.0
인천광역시 부평구 십정동 408-56번지,리버시티,3841.18,14000,업무시설,20150710.0
인천광역시 부평구 십정동 408-57번지,백승빌라,659.54,02000,공동주택,19940628.0
인천광역시 부평구 십정동 408-60번지,동암파레스빌,1916.92,14000,업무시설,20040422.0
인천광역시 부평구 십정동 408-7번지,,394.905,03000,제1종근린생활시설,19890710.0
인천광역시 부평구 십정동 408-7번지,,7.8,03000,제1종근린생활시설,19890710.0
인천광역시 부평구 십정동 408-8번지,십정동 408-8 제1종근린생활시설 (박순완),481.9,03000,제1종근린생활시설,19850729.0
인천광역시 부평구 십정동 408번지,,691.72,03000,제1종근린생활시설,19851012.0
인천광역시 부평구 십정동 409-13번지,,329.82,02000,공동주택,19901227.0
인천광역시 부평구 십정동 409-17번지,,1318.31,04000,제2종근린생활시설,20200924.0
인천광역시 부평구 십정동 409-19번지,,125.07,01000,단독주택,19850711.0
인천광역시 부평구 십정동 409-21번지,,1.44,01000,단독주택,19850711.0
인천광역시 부평구 십정동 409-21번지,,160.2,01000,단독주택,19850711.0
인천광역시 부평구 십정동 409-23번지,DH씨밀레,1948.785,14000,업무시설,20170126.0
인천광역시 부평구 십정동 409-24번지,,274.44,01000,단독주택,19881117.0
인천광역시 부평구 십정동 409-25번지,,261.94,01000,단독주택,19890210.0
인천광역시 부평구 십정동 409-27번지,,534.99,04000,제2종근린생활시설,19960506.0
인천광역시 부평구 십정동 409-28번지,,329.24,02000,공동주택,19901126.0
인천광역시 부평구 십정동 409-2번지,삼흥빌라,658.18,02000,공동주택,19940525.0
인천광역시 부평구 십정동 409-3번지,현지아트빌,744.39,02000,공동주택,20021221.0
인천광역시 부평구 십정동 409-4번지,,195.0,04000,제2종근린생활시설,20150217.0
인천광역시 부평구 십정동 409-5번지,,1836.64,14000,업무시설,20021206.0
인천광역시 부평구 십정동 409-7번지,사랑빌라,659.58,02000,공동주택,19940803.0
인천광역시 부평구 십정동 409-8번지,삼성캐슬아파트,1834.28,02000,공동주택,20090225.0
인천광역시 부평구 십정동 409-9번지,,562.32,02000,공동주택,19940322.0
인천광역시 부평구 십정동 409번지,,760.94,02000,공동주택,20081212.0
인천광역시 부평구 십정동 41-2번지,,146.88,01000,단독주택,20111108.0
인천광역시 부평구 십정동 41-2번지,,14.88,04000,제2종근린생활시설,20111108.0
인천광역시 부평구 십정동 41-2번지,,55.36,03000,제1종근린생활시설,20181224.0
인천광역시 부평구 십정동 410-10번지,,3.0,01000,단독주택,19840802.0
인천광역시 부평구 십정동 410-10번지,,164.98,01000,단독주택,19840802.0
인천광역시 부평구 십정동 410-11번지,,164.98,01000,단독주택,19840805.0
인천광역시 부평구 십정동 410-11번지,,3.0,01000,단독주택,19840805.0
인천광역시 부평구 십정동 410-12번지,,2.4,01000,단독주택,19840709.0
인천광역시 부평구 십정동 410-12번지,,159.04,01000,단독주택,19840709.0
인천광역시 부평구 십정동 410-13번지,,160.8,01000,단독주택,19840711.0
인천광역시 부평구 십정동 410-13번지,,2.4,01000,단독주택,19840711.0
인천광역시 부평구 십정동 410-14번지,,170.81,01000,단독주택,19840623.0
인천광역시 부평구 십정동 410-17번지,,179.51,01000,단독주택,19880211.0
인천광역시 부평구 십정동 410-18번지,,329.08,01000,단독주택,19891215.0
인천광역시 부평구 십정동 410-1번지,동나주택,1030.05,02000,공동주택,20210305.0
인천광역시 부평구 십정동 410-2번지,,997.76,02000,공동주택,19841226.0
인천광역시 부평구 십정동 410-3번지,,326.43,01000,단독주택,19871102.0
인천광역시 부평구 십정동 410-4번지,,430.71,01000,단독주택,19991224.0
인천광역시 부평구 십정동 410-5번지,,493.06,02000,공동주택,19940608.0
인천광역시 부평구 십정동 410-6번지,,360.74,02000,공동주택,19940829.0
인천광역시 부평구 십정동 410-7번지,도담로즈빌,657.46,02000,공동주택,20120605.0
인천광역시 부평구 십정동 410-9번지,,162.93,01000,단독주택,19841229.0
인천광역시 부평구 십정동 410번지,,289.65,01000,단독주택,19871124.0
인천광역시 부평구 십정동 411번지,,122.94,01000,단독주택,19690817.0
인천광역시 부평구 십정동 413-2번지,,235.8,02000,공동주택,19860829.0
인천광역시 부평구 십정동 414-11번지,,1108.59,04000,제2종근린생활시설,19900822.0
인천광역시 부평구 십정동 414-13번지,미래아트빌B,596.56,02000,공동주택,20110915.0
인천광역시 부평구 십정동 414-14번지,미래아트빌A,596.56,02000,공동주택,20110905.0
인천광역시 부평구 십정동 414-2번지,,1284.4,03000,제1종근린생활시설,19851209.0
인천광역시 부평구 십정동 414-3번지,,1108.59,03000,제1종근린생활시설,19900822.0
인천광역시 부평구 십정동 414-4번지,,169.83,01000,단독주택,19840816.0
인천광역시 부평구 십정동 414-5번지,,169.83,01000,단독주택,19840816.0
인천광역시 부평구 십정동 414-6번지,동암아트룸,390.34,02000,공동주택,20111122.0
인천광역시 부평구 십정동 414-7번지,,277.74,03000,제1종근린생활시설,19920824.0
인천광역시 부평구 십정동 414-8번지,성욱철강,99.59,04000,제2종근린생활시설,20070710.0
인천광역시 부평구 십정동 414-9번지,,1499.37,04000,제2종근린생활시설,19931117.0
인천광역시 부평구 십정동 414번지,청하하우스,312.16,01000,단독주택,20210402.0
인천광역시 부평구 십정동 417-3번지,,1479.12,04000,제2종근린생활시설,19910413.0
인천광역시 부평구 십정동 417-6번지,,325.46,03000,제1종근린생활시설,19930209.0
인천광역시 부평구 십정동 417-6번지,,5.76,03000,제1종근린생활시설,19930209.0
인천광역시 부평구 십정동 418-10번지,준빌딩,645.07,04000,제2종근린생활시설,20020401.0
인천광역시 부평구 십정동 418-11번지,,499.535,04000,제2종근린생활시설,19871229.0
인천광역시 부평구 십정동 418-12번지,,192.77,04000,제2종근린생활시설,20151208.0
인천광역시 부평구 십정동 418-13번지,,845.26,04000,제2종근린생활시설,19970515.0
인천광역시 부평구 십정동 418-15번지,,199.26,04000,제2종근린생활시설,19861115.0
인천광역시 부평구 십정동 418-15번지,,2970.37,04000,제2종근린생활시설,19861115.0
인천광역시 부평구 십정동 418-1번지,,1217.4,04000,제2종근린생활시설,19930721.0
인천광역시 부평구 십정동 418-2번지,삼정베스트빌,465.88,02000,공동주택,20020628.0
인천광역시 부평구 십정동 418-3번지,,84.59,04000,제2종근린생활시설,20010115.0
인천광역시 부평구 십정동 418-4번지,,540.715,04000,제2종근린생활시설,19930209.0
인천광역시 부평구 십정동 418-5번지,,149.7,04000,제2종근린생활시설,20040615.0
인천광역시 부평구 십정동 418번지,,653.28,04000,제2종근린생활시설,19970509.0
인천광역시 부평구 십정동 419-10번지,,946.66,14000,업무시설,20020627.0
인천광역시 부평구 십정동 419-12번지,,740.4,04000,제2종근린생활시설,19891122.0
인천광역시 부평구 십정동 419-13번지,대산빌딩,415.6,04000,제2종근린생활시설,20040906.0
인천광역시 부평구 십정동 419-14번지,,946.66,14000,업무시설,20020627.0
인천광역시 부평구 십정동 419-16번지,,491.73,04000,제2종근린생활시설,19890315.0
인천광역시 부평구 십정동 419-17번지,동아빌딩,1379.09,04000,제2종근린생활시설,20020518.0
인천광역시 부평구 십정동 419-1번지,,3250.78,04000,제2종근린생활시설,19940131.0
인천광역시 부평구 십정동 419-3번지,,82.69,04000,제2종근린생활시설,19920806.0
인천광역시 부평구 십정동 419-7번지,,255.06,03000,제1종근린생활시설,19890124.0
인천광역시 부평구 십정동 419-8번지,,281.86,01000,단독주택,19890720.0
인천광역시 부평구 십정동 419번지,,664.06,04000,제2종근린생활시설,19890220.0
인천광역시 부평구 십정동 420-1번지,,1024.1,03000,제1종근린생활시설,19901211.0
인천광역시 부평구 십정동 420-2번지,,847.04,04000,제2종근린생활시설,20030919.0
인천광역시 부평구 십정동 420-3번지,,442.51,03000,제1종근린생활시설,19871226.0
인천광역시 부평구 십정동 420-4번지,,218.655,01000,단독주택,19870710.0
인천광역시 부평구 십정동 420-5번지,,218.655,01000,단독주택,19870710.0
인천광역시 부평구 십정동 420-6번지,,218.655,01000,단독주택,19870920.0
인천광역시 부평구 십정동 421-10번지,,342.12,03000,제1종근린생활시설,19910827.0
인천광역시 부평구 십정동 421-11번지,,251.64,02000,공동주택,19871210.0
인천광역시 부평구 십정동 421-12번지,,326.76,02000,공동주택,19871024.0
인천광역시 부평구 십정동 421-13번지,,326.76,02000,공동주택,19870106.0
인천광역시 부평구 십정동 421-14번지,,256.92,01000,단독주택,19870805.0
인천광역시 부평구 십정동 421-15번지,,256.92,01000,단독주택,19870821.0
인천광역시 부평구 십정동 421-16번지,,327.84,02000,공동주택,19900921.0
인천광역시 부평구 십정동 421-17번지,,329.535,01000,단독주택,19910129.0
인천광역시 부평구 십정동 421-1번지,,1.0,03000,제1종근린생활시설,19890708.0
인천광역시 부평구 십정동 421-1번지,,221.98,03000,제1종근린생활시설,19890708.0
인천광역시 부평구 십정동 421-2번지,,120.96,03000,제1종근린생활시설,19950426.0
인천광역시 부평구 십정동 421-3번지,,460.6,01000,단독주택,19920421.0
인천광역시 부평구 십정동 421-4번지,,256.92,01000,단독주택,19870821.0
인천광역시 부평구 십정동 421-5번지,,1.98,03000,제1종근린생활시설,19901010.0
인천광역시 부평구 십정동 421-5번지,,274.005,03000,제1종근린생활시설,19901010.0
인천광역시 부평구 십정동 421-6번지,42106,467.76,01000,단독주택,19870626.0
인천광역시 부평구 십정동 421-7번지,,287.55,01000,단독주택,19850718.0
인천광역시 부평구 십정동 421-8번지,,165.66,01000,단독주택,19850429.0
인천광역시 부평구 십정동 421번지,,756.06,04000,제2종근린생활시설,19900813.0
인천광역시 부평구 십정동 422-10번지,,334.22,04000,제2종근린생활시설,19890227.0
인천광역시 부평구 십정동 422-11번지,,1414.91,04000,제2종근린생활시설,20010927.0
인천광역시 부평구 십정동 422-12번지,,325.44,02000,공동주택,19911108.0
인천광역시 부평구 십정동 422-1번지,,271.05,01000,단독주택,19871020.0
인천광역시 부평구 십정동 422-2번지,,271.05,01000,단독주택,19871030.0
인천광역시 부평구 십정동 422-3번지,,383.8,02000,공동주택,19910426.0
인천광역시 부평구 십정동 422-4번지,,216.93,01000,단독주택,19880119.0
인천광역시 부평구 십정동 422-5번지,,747.23,03000,제1종근린생활시설,19900811.0
인천광역시 부평구 십정동 422-7번지,,193.26,01000,단독주택,19860630.0
인천광역시 부평구 십정동 422-8번지,,193.26,01000,단독주택,19860630.0
인천광역시 부평구 십정동 422-9번지,삼정빌딩,1284.62,14000,업무시설,20030117.0
인천광역시 부평구 십정동 422번지,,167.65,04000,제2종근린생활시설,19940428.0
인천광역시 부평구 십정동 423-10번지,,194.16,01000,단독주택,19861212.0
인천광역시 부평구 십정동 423-11번지,,2.0,01000,단독주택,19861205.0
인천광역시 부평구 십정동 423-11번지,,212.81,01000,단독주택,19861205.0
인천광역시 부평구 십정동 423-12번지,,1.62,01000,단독주택,19860628.0
인천광역시 부평구 십정동 423-12번지,,196.0,01000,단독주택,19860628.0
인천광역시 부평구 십정동 423-13번지,,194.38,01000,단독주택,19860628.0
인천광역시 부평구 십정동 423-15번지,,192.39,01000,단독주택,19861029.0
인천광역시 부평구 십정동 423-16번지,,2.0,01000,단독주택,19861029.0
인천광역시 부평구 십정동 423-16번지,,207.02,01000,단독주택,19861029.0
인천광역시 부평구 십정동 423-17번지,,314.99,01000,단독주택,19880520.0
인천광역시 부평구 십정동 423-18번지,,317.57,01000,단독주택,19880520.0
인천광역시 부평구 십정동 423-19번지,,300.85,01000,단독주택,19880623.0
인천광역시 부평구 십정동 423-1번지,,309.14,01000,단독주택,19880817.0
인천광역시 부평구 십정동 423-20번지,,300.85,01000,단독주택,19880623.0
인천광역시 부평구 십정동 423-2번지,,300.85,01000,단독주택,19880623.0
인천광역시 부평구 십정동 423-3번지,,55.8,04000,제2종근린생활시설,19950707.0
인천광역시 부평구 십정동 423-3번지,,158.52,04000,제2종근린생활시설,19990320.0
인천광역시 부평구 십정동 423-4번지,에이스,673.86,04000,제2종근린생활시설,20030317.0
인천광역시 부평구 십정동 423-5번지,,493.76,03000,제1종근린생활시설,19870615.0
인천광역시 부평구 십정동 423-6번지,,494.8,01000,단독주택,19930525.0
인천광역시 부평구 십정동 423-7번지,,202.83,01000,단독주택,19860930.0
인천광역시 부평구 십정동 423-7번지,,2.34,01000,단독주택,19860930.0
인천광역시 부평구 십정동 423-8번지,,191.37,01000,단독주택,19860930.0
인천광역시 부평구 십정동 423번지,,3.0,03000,제1종근린생활시설,19861229.0
인천광역시 부평구 십정동 423번지,,571.09,01000,단독주택,19861229.0
인천광역시 부평구 십정동 424-1번지,,276.945,01000,단독주택,19861031.0
인천광역시 부평구 십정동 424-2번지,,283.14,01000,단독주택,19870924.0
인천광역시 부평구 십정동 424-4번지,,719.11,04000,제2종근린생활시설,19910110.0
인천광역시 부평구 십정동 424번지,삼용아파트,2800.86,02000,공동주택,19861105.0
인천광역시 부평구 십정동 425-10번지,,266.34,01000,단독주택,19870616.0
인천광역시 부평구 십정동 425-11번지,,266.34,01000,단독주택,19870604.0
인천광역시 부평구 십정동 425-12번지,,277.2,01000,단독주택,19881206.0
인천광역시 부평구 십정동 425-13번지,드림빌리지,587.4,02000,공동주택,20000811.0
인천광역시 부평구 십정동 425-14번지,드림빌리지,578.6,02000,공동주택,20000828.0
인천광역시 부평구 십정동 425-1번지,,142.8,01000,단독주택,19840809.0
인천광역시 부평구 십정동 425-1번지,,2.0,01000,단독주택,19840809.0
인천광역시 부평구 십정동 425-2번지,,360.46,01000,단독주택,20030526.0
인천광역시 부평구 십정동 425-4번지,드림빌리지,510.1,02000,공동주택,20000811.0
인천광역시 부평구 십정동 425-5번지,,4.32,01000,단독주택,19881029.0
인천광역시 부평구 십정동 425-5번지,,351.4,01000,단독주택,19881029.0
인천광역시 부평구 십정동 425-6번지,,266.34,01000,단독주택,19870604.0
인천광역시 부평구 십정동 425-7번지,,317.49,01000,단독주택,19880627.0
인천광역시 부평구 십정동 425-9번지,,252.36,01000,단독주택,19841128.0
인천광역시 부평구 십정동 425-9번지,,3.12,01000,단독주택,19841128.0
인천광역시 부평구 십정동 425번지,,1.0,01000,단독주택,19841206.0
인천광역시 부평구 십정동 425번지,,162.32,01000,단독주택,19841206.0
인천광역시 부평구 십정동 426-10번지,,274.2,01000,단독주택,19880107.0
