ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD,ROAD_LT_CU,center_x,center_y
"20091019",행정구역명(부개동)을 이용하여 명명,"10",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"1","654",부개동 497-2,부개로,"3154023",8.00000000,103.00000000,"3","28237","3",102.737,176947.32170,444883.94710
"20091019",행정구역명(부개동)을 이용하여 명명,"20",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"0","304",부개동 497-2,부개로,"3154023",15.00000000,1003.00000000,"3","28237","3",336.627,176965.63710,444427.88010
"20091019",행정구역명(부개동)을 이용하여 명명,"20",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"0","304",부개동 497-2,부개로,"3154023",15.00000000,1003.00000000,"3","28237","3",360.340,176990.94660,444775.44000
"20091019",행정구역명(부개동)을 이용하여 명명,"20",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"0","304",부개동 497-2,부개로,"3154023",15.00000000,1003.00000000,"3","28237","3",89.679,177009.86200,444999.60400
"20091019",행정구역명(부개동)을 이용하여 명명,"20",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"0","304",부개동 497-2,부개로,"3154023",15.00000000,1003.00000000,"3","28237","3",-nan(ind),177014.25150,445044.20260
"20091019",행정구역명(부개동)을 이용하여 명명,"20",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"0","304",부개동 497-2,부개로,"3154023",15.00000000,1003.00000000,"3","28237","3",10.116,177013.70500,445049.23110
"20091019",행정구역명(부개동)을 이용하여 명명,"20",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"0","304",부개동 497-2,부개로,"3154023",15.00000000,1003.00000000,"3","28237","3",206.670,177019.68150,445157.36610
"20091019",행정구역명(부개동)을 이용하여 명명,"10",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"1","655",부개동 497-2,부개로,"3154023",8.00000000,104.00000000,"3","28237","3",104.486,176956.66880,444994.45020
"20091019",행정구역명(부개동)을 이용하여 명명,"10",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"1","2968",부개동 497-2,부개로,"3154023",9.00000000,111.00000000,"3","28237","3",110.858,176957.87770,445032.29890
"20091019",행정구역명(부개동)을 이용하여 명명,"10",Bugae-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부개동 500-7,"1","2969",부개동 497-2,부개로,"3154023",8.00000000,103.00000000,"3","28237","3",102.689,176950.08910,444921.63660
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"10",Bunam-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 678-14,"1","397",부평동 755-98,부남로,"3154024",4.00000000,49.00000000,"3","28237","3",48.615,175353.32450,442609.14810
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"20",Bunam-ro,"20141031",직권수정(속성변경),"99","20091019","20190611213319",부평동 678-14,"0","2492",부평동 755-98,부남로,"3154024",6.00000000,291.00000000,"3","28237","3",66.225,175346.05020,442829.13180
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"20",Bunam-ro,"20141031",직권수정(속성변경),"99","20091019","20190611213319",부평동 678-14,"0","2492",부평동 755-98,부남로,"3154024",6.00000000,291.00000000,"3","28237","3",104.163,175358.77390,442748.17440
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"20",Bunam-ro,"20141031",직권수정(속성변경),"99","20091019","20190611213319",부평동 678-14,"0","2492",부평동 755-98,부남로,"3154024",6.00000000,291.00000000,"3","28237","3",12.043,175373.51050,442692.55760
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"20",Bunam-ro,"20141031",직권수정(속성변경),"99","20091019","20190611213319",부평동 678-14,"0","2492",부평동 755-98,부남로,"3154024",6.00000000,291.00000000,"3","28237","3",24.199,175373.15280,442651.77750
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"20",Bunam-ro,"20141031",직권수정(속성변경),"99","20091019","20190611213319",부평동 678-14,"0","2492",부평동 755-98,부남로,"3154024",6.00000000,291.00000000,"3","28237","3",54.398,175377.60600,442606.69990
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"20",Bunam-ro,"20141031",직권수정(속성변경),"99","20091019","20190611213319",부평동 678-14,"0","2492",부평동 755-98,부남로,"3154024",6.00000000,291.00000000,"3","28237","3",22.704,175373.29980,442675.22110
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"20",Bunam-ro,"20141031",직권수정(속성변경),"99","20091019","20190611213319",부평동 678-14,"0","2492",부평동 755-98,부남로,"3154024",6.00000000,291.00000000,"3","28237","3",6.935,175374.37500,442636.55350
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"20",Bunam-ro,"20141031",직권수정(속성변경),"99","20091019","20190611213319",부평동 678-14,"0","2492",부평동 755-98,부남로,"3154024",6.00000000,291.00000000,"3","28237","3",-nan(ind),175373.22840,442639.70880
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"10",Bunam-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 678-14,"1","932",부평동 755-98,부남로,"3154024",1.00000000,16.00000000,"3","28237","3",16.479,175375.97960,442722.84030
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"10",Bunam-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 678-14,"1","2145",부평동 755-98,부남로,"3154024",2.00000000,108.00000000,"3","28237","3",107.939,175332.27610,442713.72950
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"10",Bunam-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 678-14,"1","2985",부평동 755-98,부남로,"3154024",6.00000000,49.00000000,"3","28237","3",48.826,175354.05050,442581.78200
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"10",Bunam-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 678-14,"1","1970",부평동 755-98,부남로,"3154024",8.00000000,61.00000000,"3","28237","3",61.330,175310.71990,442798.57910
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"10",Bunam-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 678-14,"1","321",부평동 755-98,부남로,"3154024",3.00000000,67.00000000,"3","28237","3",66.881,175317.71480,442831.25200
"20091019",이 지역을 부남마을이라고 부르던 옛 지명에서 유래,"10",Bunam-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 678-14,"2","320",부평동 755-98,부남로,"3154024",3.00000000,38.00000000,"3","28237","3",38.282,175304.38600,442780.88310
"20091019",공공시설명(부영공원)을 이용하여 명명,"10",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"2","2817",부평동 388-1,부영로,"3154025",2.00000000,39.00000000,"3","28237","3",38.978,174976.89030,443109.68460
"20091019",공공시설명(부영공원)을 이용하여 명명,"10",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"2","2820",부평동 388-1,부영로,"3154025",2.00000000,40.00000000,"3","28237","3",40.188,174963.04810,443108.05450
"20091019",공공시설명(부영공원)을 이용하여 명명,"10",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"1","2488",부평동 388-1,부영로,"3154025",4.00000000,86.00000000,"3","28237","3",86.015,174977.27060,443066.93750
"20091019",공공시설명(부영공원)을 이용하여 명명,"10",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"2","2819",부평동 388-1,부영로,"3154025",1.00000000,39.00000000,"3","28237","3",38.920,175007.64450,443112.44150
"20091019",공공시설명(부영공원)을 이용하여 명명,"10",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"2","2818",부평동 388-1,부영로,"3154025",2.00000000,39.00000000,"3","28237","3",38.830,174992.24940,443111.10990
"20091019",공공시설명(부영공원)을 이용하여 명명,"10",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"1","2487",부평동 388-1,부영로,"3154025",4.00000000,86.00000000,"3","28237","3",86.436,174972.16310,443129.00870
"20091019",공공시설명(부영공원)을 이용하여 명명,"5",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"2","2998",부평동 388-1,부영로,"3154025",1.00000000,23.00000000,"3","28237","3",22.521,174965.83660,443076.85200
"20091019",공공시설명(부영공원)을 이용하여 명명,"10",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-1129,"2","2999",부평동 760-1135,부영로,"3154025",4.00000000,23.00000000,"3","28237","3",22.636,174981.10950,443056.07610
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",39.718,174896.74880,444915.51810
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",312.472,174896.22810,444696.78150
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",42.820,174894.58210,444874.41960
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",110.213,174898.48220,444485.45440
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",42.906,174919.76150,443572.70550
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",95.820,174913.23150,443974.42670
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",6.126,174899.75740,444427.29840
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",126.128,174900.38920,444361.17420
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174919.70500,443594.15730
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",122.968,174916.16330,443783.57380
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",81.488,174914.53740,443885.78680
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",115.982,174909.01210,444241.97700
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",101.281,174912.08500,444072.95840
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",60.531,174910.89320,444153.84810
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
"20091019",공공시설명(부영공원)을 이용하여 명명,"20",Buyeong-ro,"20141031","광역도로 정비 및 부여사유, 부여방식 정비","90","20091019","20141031000221",부평동 760-33,"0","207",부평동 388-1,부영로,"3154025",20.00000000,2058.00000000,"3","28237","3",-nan(ind),174916.45200,443722.09120
