대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일,건물노후도
인천광역시 부평구 갈산동 6-34번지,,48.87,04000,제2종근린생활시설,1998-05-07,255
인천광역시 부평구 갈산동 6-37번지,,67.5,04000,제2종근린생활시설,2000-07-31,228
인천광역시 부평구 갈산동 6-38번지,보람금속빌딩,323.52,04000,제2종근린생활시설,2003-10-07,191
인천광역시 부평구 갈산동 6-5번지,,8.4,03000,제1종근린생활시설,1983-05-06,431
인천광역시 부평구 갈산동 6-6번지,,103.21,01000,단독주택,1985-07-20,405
인천광역시 부평구 갈산동 6-7번지,삼호빌라,599.75,02000,공동주택,1995-06-05,289
인천광역시 부평구 갈산동 6-9번지,,160.08,01000,단독주택,1998-12-07,248
인천광역시 부평구 갈산동 60-12번지,,70.38,04000,제2종근린생활시설,2001-11-13,213
인천광역시 부평구 갈산동 60-21번지,,23.88,04000,제2종근린생활시설,1993-12-01,307
인천광역시 부평구 갈산동 60-2번지,,737.9,03000,제1종근린생활시설,1994-12-30,294
인천광역시 부평구 갈산동 60-3번지,주성빌라,493.88,02000,공동주택,1995-02-11,293
인천광역시 부평구 갈산동 60-8번지,,30.74,01000,단독주택,1973-01-30,552
인천광역시 부평구 갈산동 61-10번지,,3.27,01000,단독주택,1980-11-24,460
인천광역시 부평구 갈산동 61-1번지,아웰캐슬,659.24,02000,공동주택,2009-03-17,127
인천광역시 부평구 갈산동 61-2번지,,859.16,03000,제1종근린생활시설,2019-12-30,0
인천광역시 부평구 갈산동 61-3번지,,326.43,01000,단독주택,2003-03-28,197
인천광역시 부평구 갈산동 61-4번지,,489.6,04000,제2종근린생활시설,1993-09-27,309
인천광역시 부평구 갈산동 61-5번지,,220.74,01000,단독주택,1993-09-27,309
인천광역시 부평구 갈산동 61-6번지,,504.51,01000,단독주택,1999-05-01,243
인천광역시 부평구 갈산동 62-2번지,,131.17,01000,단독주택,1985-09-10,404
인천광역시 부평구 갈산동 62-2번지,,33.52,01000,단독주택,1974-06-05,536
인천광역시 부평구 갈산동 62-4번지,,70.3,01000,단독주택,1971-05-17,572
인천광역시 부평구 갈산동 63-1번지,필하우스2동,528.38,02000,공동주택,2002-10-29,202
인천광역시 부평구 갈산동 63-22번지,필하우스3동,615.49,02000,공동주택,2002-10-29,202
인천광역시 부평구 갈산동 63-23번지,필하우스,653.56,02000,공동주택,2007-01-12,152
인천광역시 부평구 갈산동 63-28번지,,434.13,02000,공동주택,2014-09-04,62
인천광역시 부평구 갈산동 63-2번지,,555.48,02000,공동주택,2016-04-21,43
인천광역시 부평구 갈산동 63-31번지,필하우스9동,653.58,02000,공동주택,2007-01-09,152
인천광역시 부평구 갈산동 63-4번지,,342.24,02000,공동주택,2006-03-21,162
인천광역시 부평구 갈산동 63-6번지,,660.56,02000,공동주택,2002-09-07,204
인천광역시 부평구 갈산동 64-10번지,,82.18,01000,단독주택,1978-11-28,484
인천광역시 부평구 갈산동 64-12번지,,61.35,03000,제1종근린생활시설,1985-12-23,400
인천광역시 부평구 갈산동 64-12번지,신정연립,12.222,02000,공동주택,1985-12-23,400
인천광역시 부평구 갈산동 64-3번지,다우빌라,521.1,02000,공동주택,1995-11-10,284
인천광역시 부평구 갈산동 64-7번지,,82.18,01000,단독주택,1978-11-28,484
인천광역시 부평구 갈산동 64-8번지,,107.74,01000,단독주택,1978-11-20,484
인천광역시 부평구 갈산동 64-9번지,,82.18,01000,단독주택,1978-11-20,484
인천광역시 부평구 갈산동 65-1번지,목련빌라,351.96,02000,공동주택,1994-12-09,295
인천광역시 부평구 갈산동 65-5번지,,598.6,04000,제2종근린생활시설,1996-03-26,280
인천광역시 부평구 갈산동 65-8번지,다우빌라,656.61,02000,공동주택,1995-11-10,284
인천광역시 부평구 갈산동 66-10번지,,329.12,02000,공동주택,1991-05-18,337
인천광역시 부평구 갈산동 66-11번지,,329.4,02000,공동주택,1991-04-09,338
인천광역시 부평구 갈산동 66-12번지,,329.4,02000,공동주택,1991-05-18,337
인천광역시 부평구 갈산동 66-14번지,,328.8,02000,공동주택,1991-05-15,337
인천광역시 부평구 갈산동 66-16번지,,1068.8,03000,제1종근린생활시설,1991-06-28,335
인천광역시 부평구 갈산동 66-2번지,,543.54,04000,제2종근린생활시설,1991-08-29,333
인천광역시 부평구 갈산동 66-3번지,,413.68,03000,제1종근린생활시설,1989-11-13,355
인천광역시 부평구 갈산동 66-4번지,,328.8,02000,공동주택,1991-06-18,336
인천광역시 부평구 갈산동 66-9번지,,328.4,02000,공동주택,1991-04-09,338
인천광역시 부평구 갈산동 68-13번지,다우빌라,598.19,02000,공동주택,1995-11-10,284
인천광역시 부평구 갈산동 68-14번지,다우빌라,565.4,02000,공동주택,1995-11-10,284
인천광역시 부평구 갈산동 68-16번지,,48.0,01000,단독주택,1971-08-31,569
인천광역시 부평구 갈산동 68-19번지,신다우빌라,579.75,02000,공동주택,1995-12-07,283
인천광역시 부평구 갈산동 68-29번지,,94.84,03000,제1종근린생활시설,1977-09-02,498
인천광역시 부평구 갈산동 68-29번지,,52.89,01000,단독주택,1973-08-02,546
인천광역시 부평구 갈산동 68-31번지,,61.1,01000,단독주택,1985-09-24,403
인천광역시 부평구 갈산동 68-32번지,,50.73,03000,제1종근린생활시설,2004-07-03,182
인천광역시 부평구 갈산동 68-34번지,,97.13,03000,제1종근린생활시설,1971-07-20,570
인천광역시 부평구 갈산동 68-45번지,다우빌라,600.48,02000,공동주택,1995-11-10,284
인천광역시 부평구 갈산동 69-3번지,,3.27,01000,단독주택,1977-12-14,495
인천광역시 부평구 갈산동 70-1번지,,490.36,04000,제2종근린생활시설,2004-06-14,183
인천광역시 부평구 갈산동 70-3번지,,844.26,04000,제2종근린생활시설,2002-10-30,202
인천광역시 부평구 갈산동 71번지,,896.74,03000,제1종근린생활시설,1977-09-22,498
인천광역시 부평구 갈산동 72-4번지,,26.64,01000,단독주택,1971-06-17,571
인천광역시 부평구 갈산동 73-16번지,,472.52,04000,제2종근린생활시설,1989-02-10,363
인천광역시 부평구 갈산동 73-1번지,,2357.6,03000,제1종근린생활시설,1990-01-13,353
인천광역시 부평구 갈산동 73-3번지,,299.92,04000,제2종근린생활시설,1974-07-30,535
인천광역시 부평구 갈산동 73-5번지,,788.98,03000,제1종근린생활시설,1987-01-20,388
인천광역시 부평구 갈산동 73-9번지,,779.98,01000,단독주택,1984-04-28,420
인천광역시 부평구 갈산동 74-15번지,,149.42,03000,제1종근린생활시설,1995-01-14,294
인천광역시 부평구 갈산동 74-19번지,갈산1동주민센터,475.2,03000,제1종근린생활시설,2010-11-16,107
인천광역시 부평구 갈산동 74-1번지,라움아트빌,703.03,02000,공동주택,2019-02-14,10
인천광역시 부평구 갈산동 74-21번지,,647.21,04000,제2종근린생활시설,1997-10-07,261
인천광역시 부평구 갈산동 74-22번지,강휘철씨다가구주택,382.89,01000,단독주택,2002-05-14,207
인천광역시 부평구 갈산동 74-26번지,,444.79,Z3000,근린생활시설,1985-02-01,411
인천광역시 부평구 갈산동 74-30번지,,347.43,01000,단독주택,1985-09-03,404
인천광역시 부평구 갈산동 74-3번지,,522.2,03000,제1종근린생활시설,1997-03-20,268
인천광역시 부평구 갈산동 75-10번지,,6.48,01000,단독주택,1979-09-13,474
인천광역시 부평구 갈산동 75-11번지,,84.0,01000,단독주택,1978-03-14,492
인천광역시 부평구 갈산동 75-12번지,,110.81,01000,단독주택,1979-09-13,474
인천광역시 부평구 갈산동 75-19번지,갈산동 상가및주택,126.72,01000,단독주택,2002-11-12,201
인천광역시 부평구 갈산동 75-25번지,,304.83,02000,공동주택,1987-07-15,382
인천광역시 부평구 갈산동 75-29번지,은성시티빌라,563.6,02000,공동주택,2003-02-04,199
인천광역시 부평구 갈산동 75-9번지,은성씨티빌라∥,344.16,02000,공동주택,2003-04-16,196
인천광역시 부평구 갈산동 76-2번지,대광시티,725.48,02000,공동주택,2018-05-30,18
인천광역시 부평구 갈산동 76-5번지,,431.545,03000,제1종근린생활시설,1986-07-01,394
인천광역시 부평구 갈산동 77-1번지,,493.24,04000,제2종근린생활시설,1993-01-04,318
인천광역시 부평구 갈산동 77-2번지,가온팰리스,900.88,02000,공동주택,2014-12-15,59
인천광역시 부평구 갈산동 77-4번지,,134.54,03000,제1종근린생활시설,1994-03-12,304
인천광역시 부평구 갈산동 78-1번지,태광(2동),647.84,02000,공동주택,2017-05-31,30
인천광역시 부평구 갈산동 78-2번지,,136.4,01000,단독주택,1982-08-31,439
인천광역시 부평구 갈산동 78-3번지,태광(3동),657.8,02000,공동주택,2017-05-31,30
인천광역시 부평구 갈산동 78-8번지,,492.04,03000,제1종근린생활시설,2015-12-07,47
인천광역시 부평구 갈산동 79-1번지,,74.45,01000,단독주택,1971-10-07,568
인천광역시 부평구 갈산동 7번지,,984.32,02000,공동주택,1984-11-03,414
인천광역시 부평구 갈산동 8-10번지,,4.4,04000,제2종근린생활시설,1985-07-05,406
인천광역시 부평구 갈산동 8-20번지,,227.535,01000,단독주택,1990-12-28,341
인천광역시 부평구 갈산동 80-2번지,,157.5,04000,제2종근린생활시설,2002-08-31,204
인천광역시 부평구 갈산동 80-4번지,,305.37,04000,제2종근린생활시설,2003-02-27,198
인천광역시 부평구 갈산동 80-6번지,,1018.38,03000,제1종근린생활시설,1986-08-08,393
인천광역시 부평구 갈산동 81-4번지,,295.4,04000,제2종근린생활시설,2002-12-31,200
인천광역시 부평구 갈산동 82-1번지,효성주택,486.87,02000,공동주택,1994-12-08,295
인천광역시 부평구 갈산동 82-4번지,,3.0,01000,단독주택,1990-06-26,347
인천광역시 부평구 갈산동 83-6번지,,57.52,01000,단독주택,1973-12-10,542
인천광역시 부평구 갈산동 83-6번지,정문빌라,433.32,02000,공동주택,2002-07-19,205
인천광역시 부평구 갈산동 84-1번지,,44.81,01000,단독주택,1985-08-12,405
인천광역시 부평구 갈산동 84-1번지,,429.93,02000,공동주택,2002-09-30,203
인천광역시 부평구 갈산동 9-1번지,,488.09,04000,제2종근린생활시설,2005-12-20,165
인천광역시 부평구 갈산동 9-3번지,,172.67,01000,단독주택,1986-07-04,394
인천광역시 부평구 갈산동 90-1번지,,19305.08,03000,제1종근린생활시설,2002-08-19,204
인천광역시 부평구 갈산동 90번지,,10039.34,14000,업무시설,2008-04-04,138
인천광역시 부평구 갈산동 90번지,,1197.4,14000,업무시설,1985-04-09,409
인천광역시 부평구 부개동,,98.44,01000,단독주택,1983-09-24,427
인천광역시 부평구 부개동,,86.37,01000,단독주택,1979-10-25,473
인천광역시 부평구 부개동 100-16번지,,143.9,01000,단독주택,1980-07-22,464
인천광역시 부평구 부개동 100-17번지,,4.93,01000,단독주택,1980-09-08,463
인천광역시 부평구 부개동 100-18번지,,165.95,03000,제1종근린생활시설,1980-09-10,463
인천광역시 부평구 부개동 100-19번지,,142.05,01000,단독주택,1980-07-22,464
인천광역시 부평구 부개동 100-20번지,,152.6,01000,단독주택,1981-03-06,457
인천광역시 부평구 부개동 100-21번지,,1.49,01000,단독주택,1981-03-14,457
인천광역시 부평구 부개동 100-22번지,,148.3,01000,단독주택,1980-09-10,463
인천광역시 부평구 부개동 100-23번지,,151.1,01000,단독주택,1981-02-13,458
인천광역시 부평구 부개동 100-24번지,,154.25,01000,단독주택,1981-03-23,456
인천광역시 부평구 부개동 100-26번지,,161.65,01000,단독주택,1980-08-12,464
인천광역시 부평구 부개동 100-27번지,,142.85,01000,단독주택,1980-10-11,462
인천광역시 부평구 부개동 100-28번지,,229.07,01000,단독주택,1991-10-12,332
인천광역시 부평구 부개동 100-30번지,,1.49,01000,단독주택,1981-03-20,456
인천광역시 부평구 부개동 100-31번지,,0.99,01000,단독주택,1981-05-01,455
인천광역시 부평구 부개동 100-3번지,,941.68,02000,공동주택,1983-08-26,428
인천광역시 부평구 부개동 100-4번지,,159.78,01000,단독주택,1980-10-29,461
인천광역시 부평구 부개동 101-16번지,태원빌리지,394.84,02000,공동주택,2001-09-19,215
인천광역시 부평구 부개동 101-17번지,,134.38,01000,단독주택,1981-07-22,452
인천광역시 부평구 부개동 101-18번지,,5.85,01000,단독주택,1980-02-14,469
인천광역시 부평구 부개동 101-19번지,,5.98,01000,단독주택,1979-12-31,471
인천광역시 부평구 부개동 101-1번지,,140.56,01000,단독주택,1982-11-09,437
인천광역시 부평구 부개동 101-20번지,,4.32,01000,단독주택,1988-08-17,369
인천광역시 부평구 부개동 101-21번지,,235.3,03000,제1종근린생활시설,1986-12-01,389
인천광역시 부평구 부개동 101-22번지,,151.31,01000,단독주택,1981-02-26,457
인천광역시 부평구 부개동 101-23번지,시티하우스,412.19,02000,공동주택,2002-01-14,211
인천광역시 부평구 부개동 101-24번지,시티하우스2동,612.26,02000,공동주택,2001-12-11,212
인천광역시 부평구 부개동 101-26번지,시티하우스1동,612.26,02000,공동주택,2001-12-11,212
인천광역시 부평구 부개동 101-27번지,,150.84,01000,단독주택,1982-10-26,438
인천광역시 부평구 부개동 101-28번지,,149.03,01000,단독주택,1982-11-22,437
인천광역시 부평구 부개동 101-29번지,,3.27,01000,단독주택,1982-11-22,437
인천광역시 부평구 부개동 101-2번지,,6.81,01000,단독주택,1981-10-26,449
인천광역시 부평구 부개동 101-30번지,,2.98,01000,단독주택,1982-11-09,437
인천광역시 부평구 부개동 101-4번지,,129.12,01000,단독주택,1984-08-14,416
인천광역시 부평구 부개동 101-5번지,,147.12,01000,단독주택,1982-12-23,436
인천광역시 부평구 부개동 101-7번지,,81.72,01000,단독주택,1998-10-09,250
인천광역시 부평구 부개동 101-8번지,,85.23,01000,단독주택,1982-11-16,437
인천광역시 부평구 부개동 101-9번지,,151.4,01000,단독주택,1980-07-03,465
인천광역시 부평구 부개동 102-10번지,,234.09,01000,단독주택,1988-08-17,369
인천광역시 부평구 부개동 102-11번지,신화빌라,400.58,02000,공동주택,2001-07-25,217
인천광역시 부평구 부개동 102-11번지,,4.93,01000,단독주택,1978-12-29,483
인천광역시 부평구 부개동 102-12번지,행남파크빌,392.26,02000,공동주택,2002-04-12,208
인천광역시 부평구 부개동 102-13번지,행남파크빌,392.26,02000,공동주택,2002-04-12,208
인천광역시 부평구 부개동 102-14번지,,130.02,01000,단독주택,1981-03-06,457
인천광역시 부평구 부개동 102-15번지,,494.71,01000,단독주택,1994-07-04,300
인천광역시 부평구 부개동 102-16번지,,148.93,01000,단독주택,1980-04-18,467
인천광역시 부평구 부개동 102-17번지,,473.52,01000,단독주택,2002-08-26,204
인천광역시 부평구 부개동 102-18번지,우리타운빌,435.12,02000,공동주택,2008-11-27,130
인천광역시 부평구 부개동 102-19번지,,181.03,01000,단독주택,1980-06-07,466
인천광역시 부평구 부개동 102-19번지,꿈에그린빌,417.34,02000,공동주택,2008-10-17,132
인천광역시 부평구 부개동 102-1번지,안창배 빌,370.48,02000,공동주택,2001-09-15,215
