대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일,건물노후도
인천광역시 부평구 십정동 산 29-1번지,,30.4,03000,제1종근린생활시설,2002-01-24,211
인천광역시 부평구 십정동 산 29-1번지,,59.9,03000,제1종근린생활시설,1993-03-25,315
인천광역시 부평구 십정동 산 33-34번지,,131.95,01000,단독주택,1985-11-01,402
인천광역시 부평구 십정동 산 33-41번지,금보빌라,329.34,02000,공동주택,1991-07-19,335
인천광역시 부평구 십정동 산 33-42번지,,327.16,02000,공동주택,1991-07-12,335
인천광역시 부평구 십정동 산 33-43번지,금보빌라,147.21,02000,공동주택,1991-09-13,333
인천광역시 부평구 십정동 산 37번지,십정 근린공원 공중 화장실,80.0,03000,제1종근린생활시설,2007-07-27,146
인천광역시 부평구 십정동 산 39-1번지,,32.8,03000,제1종근린생활시설,1986-05-13,396
인천광역시 부평구 십정동 산 39-2번지,,161.99,03000,제1종근린생활시설,1977-04-23,503
인천광역시 부평구 십정동 산 77-8번지,,29.58,01000,단독주택,1985-12-11,401
인천광역시 부평구 산곡동,,82.21,01000,단독주택,1981-08-18,452
인천광역시 부평구 산곡동 1-11번지,,74.18,03000,제1종근린생활시설,1981-05-26,454
인천광역시 부평구 산곡동 1-9번지,,925.0,04000,제2종근린생활시설,1989-09-07,357
인천광역시 부평구 산곡동 10-100번지,,0.99,01000,단독주택,1978-01-30,493
인천광역시 부평구 산곡동 10-101번지,,133.56,01000,단독주택,1978-09-07,486
인천광역시 부평구 산곡동 10-102번지,,4.96,01000,단독주택,1978-12-18,483
인천광역시 부평구 산곡동 10-103번지,,94.38,01000,단독주택,1978-12-28,483
인천광역시 부평구 산곡동 10-104번지,,94.51,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-105번지,,93.38,01000,단독주택,1978-10-10,485
인천광역시 부평구 산곡동 10-106번지,,199.98,01000,단독주택,1994-02-08,305
인천광역시 부평구 산곡동 10-107번지,,228.84,01000,단독주택,1994-01-12,305
인천광역시 부평구 산곡동 10-108번지,,90.21,01000,단독주택,1978-12-16,483
인천광역시 부평구 산곡동 10-109번지,,5.02,01000,단독주택,1979-06-12,477
인천광역시 부평구 산곡동 10-10번지,,316.4,04000,제2종근린생활시설,1993-11-22,307
인천광역시 부평구 산곡동 10-110번지,,199.35,01000,단독주택,1993-12-15,306
인천광역시 부평구 산곡동 10-111번지,,4.99,01000,단독주택,1978-12-16,483
인천광역시 부평구 산곡동 10-112번지,,4.0,01000,단독주택,1978-12-16,483
인천광역시 부평구 산곡동 10-113번지,,6.62,01000,단독주택,1978-12-29,483
인천광역시 부평구 산곡동 10-114번지,,23.44,03000,제1종근린생활시설,1980-05-30,466
인천광역시 부평구 산곡동 10-114번지,,3.57,01000,단독주택,1980-05-30,466
인천광역시 부평구 산곡동 10-114번지,,87.44,01000,단독주택,1978-07-05,488
인천광역시 부평구 산곡동 10-115번지,,3.57,01000,단독주택,1978-08-21,487
인천광역시 부평구 산곡동 10-116번지,,0.99,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 10-117번지,,230.34,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-118번지,,791.6,01000,단독주택,1991-08-29,333
인천광역시 부평구 산곡동 10-119번지,,31.255,03000,제1종근린생활시설,1978-05-06,490
인천광역시 부평구 산곡동 10-119번지,,146.64,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-120번지,,103.64,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-121번지,,88.14,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-122번지,,7.44,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-123번지,,4.73,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-124번지,,4.73,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-125번지,,88.14,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-126번지,,125.59,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-127번지,,128.66,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-128번지,,80.3,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-129번지,,4.73,01000,단독주택,1978-05-06,490
인천광역시 부평구 산곡동 10-130번지,,2.78,01000,단독주택,1977-12-21,495
인천광역시 부평구 산곡동 10-130번지,,88.8,04000,제2종근린생활시설,1977-12-21,495
인천광역시 부평구 산곡동 10-131번지,,140.66,01000,단독주택,1977-12-21,495
인천광역시 부평구 산곡동 10-133번지,,223.36,01000,단독주택,1991-10-25,332
인천광역시 부평구 산곡동 10-134번지,,104.24,01000,단독주택,1978-07-06,488
인천광역시 부평구 산곡동 10-135번지,,90.11,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-136번지,,109.59,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-137번지,,270.27,04000,제2종근린생활시설,1993-12-09,307
인천광역시 부평구 산곡동 10-139번지,,130.98,01000,단독주택,1978-12-22,483
인천광역시 부평구 산곡동 10-140번지,,133.72,01000,단독주택,1979-12-10,472
인천광역시 부평구 산곡동 10-144번지,,153.49,01000,단독주택,1978-12-22,483
인천광역시 부평구 산곡동 10-146번지,,2.4,Z3000,근린생활시설,1984-08-28,416
인천광역시 부평구 산곡동 10-146번지,,488.4,03000,제1종근린생활시설,1984-08-28,416
인천광역시 부평구 산곡동 10-156번지,,749.25,04000,제2종근린생활시설,1994-09-17,297
인천광역시 부평구 산곡동 10-15번지,,96.05,01000,단독주택,1978-10-14,485
인천광역시 부평구 산곡동 10-16번지,,3.14,01000,단독주택,1978-11-16,484
인천광역시 부평구 산곡동 10-17번지,,80.99,01000,단독주택,1978-12-01,484
인천광역시 부평구 산곡동 10-18번지,,219.48,03000,제1종근린생활시설,1992-05-16,325
인천광역시 부평구 산곡동 10-19번지,,3.57,01000,단독주택,1978-08-31,487
인천광역시 부평구 산곡동 10-1번지,,155.77,01000,단독주택,1979-12-27,471
인천광역시 부평구 산곡동 10-20번지,,89.02,01000,단독주택,1978-10-14,485
인천광역시 부평구 산곡동 10-21번지,,148.555,01000,단독주택,1978-10-27,485
인천광역시 부평구 산곡동 10-22번지,,144.48,01000,단독주택,1978-12-02,484
인천광역시 부평구 산곡동 10-23번지,,140.63,01000,단독주택,1978-10-14,485
인천광역시 부평구 산곡동 10-24번지,,3.5,01000,단독주택,1978-10-27,485
인천광역시 부평구 산곡동 10-25번지,,140.42,01000,단독주택,1978-08-31,487
인천광역시 부평구 산곡동 10-26번지,,131.07,01000,단독주택,1978-10-14,485
인천광역시 부평구 산곡동 10-27번지,,3.57,01000,단독주택,1978-08-31,487
인천광역시 부평구 산곡동 10-28번지,,146.94,01000,단독주택,1978-08-31,487
인천광역시 부평구 산곡동 10-29번지,,330.31,02000,공동주택,2004-01-06,188
인천광역시 부평구 산곡동 10-30번지,,386.53,03000,제1종근린생활시설,1994-09-15,298
인천광역시 부평구 산곡동 10-33번지,,96.83,01000,단독주택,1979-04-30,479
인천광역시 부평구 산곡동 10-34번지,,4.3,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 10-35번지,,92.16,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-36번지,,146.675,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-37번지,,295.42,04000,제2종근린생활시설,2003-06-14,195
인천광역시 부평구 산곡동 10-40번지,,89.42,01000,단독주택,1978-12-29,483
인천광역시 부평구 산곡동 10-41번지,,175.72,01000,단독주택,1978-10-20,485
인천광역시 부평구 산곡동 10-42번지,,4.46,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-43번지,,84.89,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-44번지,,80.03,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-44번지,,153.49,01000,단독주택,1978-12-22,483
인천광역시 부평구 산곡동 10-45번지,,2.58,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 10-46번지,,297.64,01000,단독주택,1991-06-17,336
인천광역시 부평구 산곡동 10-47번지,,149.42,01000,단독주택,1983-11-10,425
인천광역시 부평구 산곡동 10-48번지,,3.93,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-49번지,,205.53,01000,단독주택,1999-07-07,241
인천광역시 부평구 산곡동 10-50번지,,0.99,01000,단독주택,1978-09-08,486
인천광역시 부평구 산곡동 10-51번지,,100.2,01000,단독주택,1978-12-13,483
인천광역시 부평구 산곡동 10-52번지,,99.67,01000,단독주택,1978-12-16,483
인천광역시 부평구 산곡동 10-53번지,,4.2,01000,단독주택,1977-12-15,495
인천광역시 부평구 산곡동 10-54번지,,149.23,01000,단독주택,1977-12-15,495
인천광역시 부평구 산곡동 10-55번지,,4.43,01000,단독주택,1978-12-30,483
인천광역시 부평구 산곡동 10-56번지,,83.93,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 10-57번지,,166.23,01000,단독주택,1977-12-15,495
인천광역시 부평구 산곡동 10-58번지,,4.2,01000,단독주택,1977-12-15,495
인천광역시 부평구 산곡동 10-59번지,,3.57,01000,단독주택,1978-08-31,487
인천광역시 부평구 산곡동 10-60번지,,151.83,01000,단독주택,1979-07-14,476
인천광역시 부평구 산곡동 10-61번지,,100.33,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 10-62번지,,2.38,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 10-63번지,,4.0,01000,단독주택,1978-12-05,483
인천광역시 부평구 산곡동 10-64번지,,0.99,01000,단독주택,1978-10-27,485
인천광역시 부평구 산곡동 10-65번지,,0.99,01000,단독주택,1978-08-23,487
인천광역시 부평구 산곡동 10-66번지,,92.06,01000,단독주택,1977-11-30,495
인천광역시 부평구 산곡동 10-67번지,,92.07,01000,단독주택,1977-11-30,495
인천광역시 부평구 산곡동 10-68번지,,90.91,01000,단독주택,1978-08-23,487
인천광역시 부평구 산곡동 10-69번지,,1.1,01000,단독주택,1990-09-15,345
인천광역시 부평구 산곡동 10-70번지,,4.2,01000,단독주택,1977-11-30,495
인천광역시 부평구 산곡동 10-71번지,,156.15,01000,단독주택,1978-08-21,487
인천광역시 부평구 산곡동 10-72번지,,0.99,01000,단독주택,1978-10-20,485
인천광역시 부평구 산곡동 10-73번지,,26.62,03000,제1종근린생활시설,1978-08-21,487
인천광역시 부평구 산곡동 10-73번지,,148.2,01000,단독주택,1978-08-21,487
인천광역시 부평구 산곡동 10-74번지,,252.015,03000,제1종근린생활시설,1997-09-10,262
인천광역시 부평구 산곡동 10-75번지,,145.58,01000,단독주택,1978-08-05,487
인천광역시 부평구 산곡동 10-76번지,,152.93,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-77번지,,82.08,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-78번지,,0.99,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-79번지,/,89.06,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-80번지,,82.3,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-81번지,,283.16,01000,단독주택,1990-11-22,342
인천광역시 부평구 산곡동 10-82번지,,3.57,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-83번지,,0.99,01000,단독주택,1979-05-01,479
인천광역시 부평구 산곡동 10-84번지,,3.57,01000,단독주택,1978-08-23,487
인천광역시 부평구 산곡동 10-85번지,,86.01,01000,단독주택,1978-08-26,487
인천광역시 부평구 산곡동 10-86번지,,102.48,01000,단독주택,1978-08-23,487
인천광역시 부평구 산곡동 10-87번지,,3.57,01000,단독주택,1978-09-08,486
인천광역시 부평구 산곡동 10-88번지,,84.86,01000,단독주택,1978-08-23,487
인천광역시 부평구 산곡동 10-89번지,,217.92,01000,단독주택,1997-09-03,263
인천광역시 부평구 산곡동 10-90번지,,4.0,01000,단독주택,1978-10-30,485
인천광역시 부평구 산곡동 10-91번지,,91.14,01000,단독주택,1978-01-30,493
인천광역시 부평구 산곡동 10-92번지,,146.24,01000,단독주택,1978-01-30,493
인천광역시 부평구 산곡동 10-93번지,,198.52,01000,단독주택,1993-12-08,307
인천광역시 부평구 산곡동 10-94번지,,197.28,01000,단독주택,1994-02-01,305
인천광역시 부평구 산곡동 10-95번지,,2.48,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-96번지,,151.31,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 10-97번지,,5.02,01000,단독주택,1978-12-29,483
인천광역시 부평구 산곡동 10-98번지,,5.39,01000,단독주택,1978-09-08,486
인천광역시 부평구 산곡동 10-99번지,,5.62,01000,단독주택,1978-01-30,493
인천광역시 부평구 산곡동 100-100번지,신원 하이츠 빌라,535.59,02000,공동주택,1999-07-26,240
인천광역시 부평구 산곡동 100-101번지,롯데프라자,1999.82,03000,제1종근린생활시설,2006-10-27,155
인천광역시 부평구 산곡동 100-102번지,산곡동크리닉센타,999.26,03000,제1종근린생활시설,2002-08-24,204
인천광역시 부평구 산곡동 100-103번지,,2843.16,03000,제1종근린생활시설,2000-06-08,230
인천광역시 부평구 산곡동 100-104번지,,3228.33,09000,의료시설,1999-12-04,236
인천광역시 부평구 산곡동 100-14번지,,654.32,04000,제2종근린생활시설,2004-11-20,178
인천광역시 부평구 산곡동 100-26번지,,333.74,Z3000,근린생활시설,1988-06-25,371
인천광역시 부평구 산곡동 100-32번지,,800.38,04000,제2종근린생활시설,1995-03-14,292
인천광역시 부평구 산곡동 100-35번지,,369.96,03000,제1종근린생활시설,1984-12-20,412
인천광역시 부평구 산곡동 100-36번지,,788.37,04000,제2종근린생활시설,1991-03-18,339
인천광역시 부평구 산곡동 100-37번지,,279.2,01000,단독주택,1986-09-02,392
인천광역시 부평구 산곡동 100-39번지,,484.2,03000,제1종근린생활시설,1986-04-25,396
인천광역시 부평구 산곡동 100-44번지,,981.42,03000,제1종근린생활시설,1985-11-11,402
인천광역시 부평구 산곡동 100-5번지,A동,683.83,03000,제1종근린생활시설,1981-10-10,450
인천광역시 부평구 산곡동 100-80번지,,8840.2,03000,제1종근린생활시설,2000-09-23,227
인천광역시 부평구 산곡동 100-93번지,,381.33,04000,제2종근린생활시설,1999-07-23,240
인천광역시 부평구 산곡동 100-94번지,,895.4,04000,제2종근린생활시설,1999-12-20,236
인천광역시 부평구 산곡동 100-95번지,,901.48,04000,제2종근린생활시설,1999-12-20,236
인천광역시 부평구 산곡동 100-96번지,,991.2,03000,제1종근린생활시설,1999-09-28,238
인천광역시 부평구 산곡동 100-97번지,,757.02,04000,제2종근린생활시설,1999-09-27,238
인천광역시 부평구 산곡동 100-98번지,,757.02,04000,제2종근린생활시설,1999-09-27,238
인천광역시 부평구 산곡동 100-99번지,신원 하이츠 빌라,536.58,02000,공동주택,1999-07-26,240
인천광역시 부평구 산곡동 101-12번지,,31.445,03000,제1종근린생활시설,2007-03-30,150
인천광역시 부평구 산곡동 101-13번지,,48.93,01000,단독주택,1972-01-18,565
인천광역시 부평구 산곡동 101-14번지,,123.08,04000,제2종근린생활시설,2007-04-05,150
인천광역시 부평구 산곡동 101-17번지,,660.36,04000,제2종근린생활시설,1989-11-02,355
인천광역시 부평구 산곡동 101-19번지,,109.43,01000,단독주택,1985-04-15,409
인천광역시 부평구 산곡동 101-22번지,,329.46,01000,단독주택,1987-12-04,377
인천광역시 부평구 산곡동 101-23번지,,194.88,01000,단독주택,1993-10-22,308
인천광역시 부평구 산곡동 101-24번지,,70.12,01000,단독주택,1993-06-04,313
인천광역시 부평구 산곡동 101-26번지,,227.79,01000,단독주택,1987-12-07,377
인천광역시 부평구 산곡동 101-28번지,,197.38,01000,단독주택,1994-06-21,300
인천광역시 부평구 산곡동 101-40번지,,54.21,01000,단독주택,1974-10-14,532
인천광역시 부평구 산곡동 101-42번지,,91.24,01000,단독주택,1971-06-07,572
인천광역시 부평구 산곡동 101-44번지,,204.93,01000,단독주택,1994-11-22,295
인천광역시 부평구 산곡동 101-50번지,,66.55,01000,단독주택,1985-08-08,405
인천광역시 부평구 산곡동 101-51번지,,69.26,01000,단독주택,1979-12-17,471
인천광역시 부평구 산곡동 101-53번지,성순례씨주택,65.22,01000,단독주택,2005-01-20,176
인천광역시 부평구 산곡동 101-60번지,,81.24,01000,단독주택,1988-05-27,372
인천광역시 부평구 산곡동 102-12번지,,45.95,01000,단독주택,1968-06-29,606
인천광역시 부평구 산곡동 102-13번지,,36.73,01000,단독주택,1968-12-17,601
인천광역시 부평구 산곡동 102-17번지,,64.03,01000,단독주택,1985-05-29,407
인천광역시 부평구 산곡동 102-18번지,,33.06,01000,단독주택,1985-07-11,406
인천광역시 부평구 산곡동 102-21번지,,51.82,04000,제2종근린생활시설,1998-10-19,249
인천광역시 부평구 산곡동 102-22번지,,577.18,04000,제2종근린생활시설,2016-09-01,39
인천광역시 부평구 산곡동 102-25번지,대풍아트빌,544.2,02000,공동주택,2001-11-19,213
인천광역시 부평구 산곡동 102-26번지,,148.07,01000,단독주택,1979-08-02,476
인천광역시 부평구 산곡동 102-27번지,,1.5,01000,단독주택,1980-12-06,460
인천광역시 부평구 산곡동 102-28번지,,845.72,04000,제2종근린생활시설,2013-06-25,76
인천광역시 부평구 산곡동 102-33번지,,187.65,01000,단독주택,1985-05-06,408
인천광역시 부평구 산곡동 102-33번지,,147.35,03000,제1종근린생활시설,1985-05-06,408
인천광역시 부평구 산곡동 103-3번지,,82.09,01000,단독주택,1985-03-13,410
인천광역시 부평구 산곡동 104-11번지,모모,394.16,01000,단독주택,2019-03-27,9
인천광역시 부평구 산곡동 105-6번지,,1498.91,04000,제2종근린생활시설,2016-05-31,42
인천광역시 부평구 산곡동 107-3번지,,262.48,03000,제1종근린생활시설,1987-07-24,382
인천광역시 부평구 산곡동 118-10번지,,92.16,03000,제1종근린생활시설,1997-11-25,260
인천광역시 부평구 산곡동 118-12번지,,97.6,01000,단독주택,2011-02-23,104
인천광역시 부평구 산곡동 118-14번지,,4.68,01000,단독주택,1967-11-06,614
인천광역시 부평구 산곡동 118-15번지,,41.32,03000,제1종근린생활시설,1969-09-10,592
인천광역시 부평구 산곡동 118-16번지,,53.46,01000,단독주택,1985-03-04,410
인천광역시 부평구 산곡동 119-18번지,,32.4,01000,단독주택,1977-01-13,506
인천광역시 부평구 산곡동 119-32번지,,563.2,04000,제2종근린생활시설,1996-12-10,271
인천광역시 부평구 산곡동 119-33번지,,180.48,03000,제1종근린생활시설,2003-08-09,193
인천광역시 부평구 산곡동 119-36번지,,74.24,01000,단독주택,1990-03-16,351
인천광역시 부평구 산곡동 119-37번지,,65.6,01000,단독주택,1985-11-15,402
인천광역시 부평구 산곡동 119-38번지,,391.07,01000,단독주택,1998-06-17,253
인천광역시 부평구 산곡동 119-39번지,,649.28,03000,제1종근린생활시설,1998-03-17,256
인천광역시 부평구 산곡동 119-41번지,,88.57,01000,단독주택,1985-03-29,409
인천광역시 부평구 산곡동 119-45번지,,68.34,04000,제2종근린생활시설,1998-02-06,258
인천광역시 부평구 산곡동 119-46번지,,149.22,03000,제1종근린생활시설,2004-02-14,187
인천광역시 부평구 산곡동 119-50번지,진영사옥,193.2,04000,제2종근린생활시설,2019-11-27,1
인천광역시 부평구 산곡동 119-52번지,,79.95,03000,제1종근린생활시설,2003-12-29,188
인천광역시 부평구 산곡동 119-53번지,,78.43,04000,제2종근린생활시설,1999-11-11,237
인천광역시 부평구 산곡동 119-54번지,,316.77,04000,제2종근린생활시설,2002-01-21,211
인천광역시 부평구 산곡동 119-57번지,,19.8,01000,단독주택,1987-06-17,383
인천광역시 부평구 산곡동 119-58번지,,23.15,01000,단독주택,1985-05-30,407
인천광역시 부평구 산곡동 119-59번지,,93.36,01000,단독주택,1985-12-27,400
인천광역시 부평구 산곡동 119-61번지,,54.6,01000,단독주택,1986-12-16,389
인천광역시 부평구 산곡동 119-63번지,,107.52,01000,단독주택,1985-10-31,402
인천광역시 부평구 산곡동 119-65번지,,228.26,Z3000,근린생활시설,1999-07-14,241
인천광역시 부평구 산곡동 119-65번지,,275.46,04000,제2종근린생활시설,1999-07-14,241
인천광역시 부평구 산곡동 119-72번지,,197.3,01000,단독주택,1983-10-12,426
인천광역시 부평구 산곡동 119-73번지,,187.57,03000,제1종근린생활시설,1983-07-27,429
인천광역시 부평구 산곡동 120-21번지,,618.19,03000,제1종근린생활시설,1991-07-25,335
인천광역시 부평구 산곡동 120-23번지,,493.34,04000,제2종근린생활시설,1985-07-12,406
인천광역시 부평구 산곡동 120-8번지,대운아파트,281.64,03000,제1종근린생활시설,1985-05-31,407
인천광역시 부평구 산곡동 120-8번지,대운아파트,1457.28,02000,공동주택,1985-05-31,407
인천광역시 부평구 산곡동 123-16번지,,54.31,01000,단독주택,1969-09-20,592
인천광역시 부평구 산곡동 123-4번지,,0.99,01000,단독주택,1980-01-16,470
인천광역시 부평구 산곡동 123-54번지,,45.29,04000,제2종근린생활시설,1972-06-14,560
인천광역시 부평구 산곡동 123-85번지,,57.52,01000,단독주택,1971-11-26,566
인천광역시 부평구 산곡동 123-88번지,,80.26,01000,단독주택,1974-04-03,539
인천광역시 부평구 산곡동 124-118번지,,3.84,03000,제1종근린생활시설,1993-12-22,306
인천광역시 부평구 산곡동 124-12번지,,54.31,01000,단독주택,1969-09-20,592
인천광역시 부평구 산곡동 124-133번지,뉴월드타운-2,525.96,02000,공동주택,2001-10-19,214
인천광역시 부평구 산곡동 124-134번지,창보빌리지,549.68,02000,공동주택,2002-03-13,209
인천광역시 부평구 산곡동 124-135번지,,1302.44,03000,제1종근린생활시설,2000-12-28,223
인천광역시 부평구 산곡동 124-136번지,,1349.48,04000,제2종근린생활시설,1999-12-08,236
인천광역시 부평구 산곡동 124-143번지,뉴월드타운-1,518.94,02000,공동주택,2001-10-22,214
인천광역시 부평구 산곡동 124-144번지,창보빌리지,581.74,02000,공동주택,2002-01-07,211
인천광역시 부평구 산곡동 124-157번지,,780.99,04000,제2종근린생활시설,2011-12-23,94
인천광역시 부평구 산곡동 124-1번지,현대아파트,7564.392,02000,공동주택,1993-11-20,307
인천광역시 부평구 산곡동 124-1번지,현대아파트,1393.92,04000,제2종근린생활시설,1993-11-20,307
인천광역시 부평구 산곡동 124-23번지,한화아파트,4895.61,02000,공동주택,1999-11-02,237
인천광역시 부평구 산곡동 124-23번지,한화아파트,4024.69,02000,공동주택,1997-03-11,268
인천광역시 부평구 산곡동 124-25번지,전방프라자,9363.89,Z3000,근린생활시설,2000-04-21,232
인천광역시 부평구 산곡동 124-81번지,,204.3,02000,공동주택,1980-11-22,460
인천광역시 부평구 산곡동 124-83번지,1동,73.23,01000,단독주택,1980-11-22,460
인천광역시 부평구 산곡동 124-83번지,2,40.29,04000,제2종근린생활시설,2006-10-04,156
인천광역시 부평구 산곡동 124-84번지,,2825.82,04000,제2종근린생활시설,2011-12-23,94
인천광역시 부평구 산곡동 124-85번지,,175.86,02000,공동주택,1980-11-22,460
인천광역시 부평구 산곡동 124-87번지,대우프라자1,998.87,03000,제1종근린생활시설,2011-04-14,102
인천광역시 부평구 산곡동 124-88번지,베네시안1,816.33,04000,제2종근린생활시설,2011-04-14,102
인천광역시 부평구 산곡동 124-89번지,베네시안2,816.33,04000,제2종근린생활시설,2011-04-14,102
인천광역시 부평구 산곡동 124-8번지,,465.76,03000,제1종근린생활시설,2011-08-17,98
인천광역시 부평구 산곡동 124-91번지,현대10차빌라트,582.38,02000,공동주택,2002-04-24,208
인천광역시 부평구 산곡동 124-93번지,다섬빌라트,457.98,02000,공동주택,2001-01-04,223
인천광역시 부평구 산곡동 124-99번지,,39.46,04000,제2종근린생활시설,2006-10-09,155
인천광역시 부평구 산곡동 124-99번지,,73.23,01000,단독주택,1980-11-22,460
인천광역시 부평구 산곡동 125-5번지,,0.99,01000,단독주택,1980-01-16,470
인천광역시 부평구 산곡동 13-100번지,,148.1,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-101번지,,2.98,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-102번지,,1.2,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-103번지,,85.52,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-104번지,,83.0,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-105번지,,138.91,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-106번지,,4.0,01000,단독주택,1978-12-16,483
인천광역시 부평구 산곡동 13-106번지,,22.74,03000,제1종근린생활시설,1978-12-16,483
인천광역시 부평구 산곡동 13-107번지,,4.0,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-108번지,,96.9,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-10번지,,327.54,03000,제1종근린생활시설,1992-10-26,320
인천광역시 부평구 산곡동 13-110번지,,79.41,01000,단독주택,1977-12-06,495
인천광역시 부평구 산곡동 13-111번지,,80.82,01000,단독주택,1977-12-06,495
인천광역시 부평구 산곡동 13-112번지,,82.18,01000,단독주택,1977-12-06,495
인천광역시 부평구 산곡동 13-113번지,,4.13,01000,단독주택,1977-12-06,495
인천광역시 부평구 산곡동 13-114번지,,81.28,01000,단독주택,1977-12-06,495
인천광역시 부평구 산곡동 13-115번지,,4.13,01000,단독주택,1977-12-10,495
인천광역시 부평구 산곡동 13-116번지,,80.43,01000,단독주택,1977-12-10,495
인천광역시 부평구 산곡동 13-118번지,,2.98,01000,단독주택,1977-12-27,495
인천광역시 부평구 산곡동 13-119번지,,116.47,01000,단독주택,1983-07-22,429
인천광역시 부평구 산곡동 13-11번지,,4.07,01000,단독주택,1978-02-09,493
인천광역시 부평구 산곡동 13-12번지,,3.67,01000,단독주택,1978-02-09,493
인천광역시 부평구 산곡동 13-13번지,,4.13,01000,단독주택,1978-02-09,493
인천광역시 부평구 산곡동 13-14번지,,3.57,01000,단독주택,1978-01-06,494
인천광역시 부평구 산곡동 13-17번지,,4.13,01000,단독주택,1977-12-06,495
인천광역시 부평구 산곡동 13-24번지,,78.52,01000,단독주택,1978-01-05,494
인천광역시 부평구 산곡동 13-25번지,,88.8,01000,단독주택,1978-04-10,491
인천광역시 부평구 산곡동 13-26번지,,95.21,01000,단독주택,1978-08-05,487
인천광역시 부평구 산곡동 13-27번지,,3.57,01000,단독주택,1977-12-21,495
인천광역시 부평구 산곡동 13-27번지,,36.96,01000,단독주택,1976-11-05,508
인천광역시 부평구 산곡동 13-28번지,,4.5,01000,단독주택,1977-12-26,495
인천광역시 부평구 산곡동 13-29번지,,0.99,01000,단독주택,1977-12-22,495
인천광역시 부평구 산곡동 13-30번지,,3.57,01000,단독주택,1977-12-26,495
인천광역시 부평구 산곡동 13-31번지,,82.29,01000,단독주택,1977-12-26,495
인천광역시 부평구 산곡동 13-32번지,,224.87,01000,단독주택,1990-11-27,342
인천광역시 부평구 산곡동 13-33번지,,1.94,01000,단독주택,1990-04-17,350
인천광역시 부평구 산곡동 13-34번지,,2.98,01000,단독주택,1977-12-26,495
인천광역시 부평구 산곡동 13-35번지,,87.7,01000,단독주택,1978-11-21,484
인천광역시 부평구 산곡동 13-36번지,,1.94,01000,단독주택,1990-04-16,350
인천광역시 부평구 산곡동 13-37번지,,82.29,01000,단독주택,1977-12-26,495
인천광역시 부평구 산곡동 13-38번지,,165.67,01000,단독주택,1977-12-26,495
인천광역시 부평구 산곡동 13-39번지,,66.78,01000,단독주택,1978-12-29,483
인천광역시 부평구 산곡동 13-40번지,,0.99,01000,단독주택,1979-09-27,474
인천광역시 부평구 산곡동 13-41번지,,95.41,01000,단독주택,1978-06-13,489
인천광역시 부평구 산곡동 13-42번지,,108.86,01000,단독주택,1978-04-22,491
