,대지위치,주용도코드명,연면적
9244,인천광역시 부평구 부평동 70-84번지,제1종근린생활시설,564.42
9245,인천광역시 부평구 부평동 70-85번지,공동주택,466.86
9246,인천광역시 부평구 부평동 70-86번지,단독주택,210.18
9247,인천광역시 부평구 부평동 70-87번지,제1종근린생활시설,457.68
9248,인천광역시 부평구 부평동 70-88번지,제1종근린생활시설,756.79
9249,인천광역시 부평구 부평동 70-89번지,제2종근린생활시설,793.48
9250,인천광역시 부평구 부평동 70-90번지,단독주택,259.59
9251,인천광역시 부평구 부평동 70-91번지,제2종근린생활시설,469.03
9252,인천광역시 부평구 부평동 70-92번지,단독주택,184.52
9253,인천광역시 부평구 부평동 70-93번지,단독주택,91.62
9254,인천광역시 부평구 부평동 70-94번지,단독주택,286.41
9255,인천광역시 부평구 부평동 70-95번지,단독주택,166.67
9256,인천광역시 부평구 부평동 70-96번지,공동주택,327.78
9257,인천광역시 부평구 부평동 70-97번지,공동주택,461.01
9258,인천광역시 부평구 부평동 70-99번지,단독주택,193.25
9259,인천광역시 부평구 부평동 700-15번지,공동주택,293.28
9260,인천광역시 부평구 부평동 700-17번지,단독주택,62.51
9261,인천광역시 부평구 부평동 700-23번지,단독주택,299.16
9262,인천광역시 부평구 부평동 700-26번지,제1종근린생활시설,1379.76
9263,인천광역시 부평구 부평동 700-27번지,업무시설,1324.9
9264,인천광역시 부평구 부평동 700-32번지,단독주택,8.26
9265,인천광역시 부평구 부평동 700-35번지,단독주택,241.98
9266,인천광역시 부평구 부평동 700-36번지,공동주택,643.47
9267,인천광역시 부평구 부평동 700-37번지,단독주택,673.41
9268,인천광역시 부평구 부평동 700-42번지,제2종근린생활시설,723.33
9269,인천광역시 부평구 부평동 700-44번지,단독주택,260.52
9270,인천광역시 부평구 부평동 700-45번지,단독주택,236.46
9271,인천광역시 부평구 부평동 700-7번지,제2종근린생활시설,497.51
9272,인천광역시 부평구 부평동 702-12번지,단독주택,52.89
9273,인천광역시 부평구 부평동 702-13번지,단독주택,52.89
9274,인천광역시 부평구 부평동 702-6번지,단독주택,82.21000000000001
9275,인천광역시 부평구 부평동 702-6번지,제1종근린생활시설,90.91
9276,인천광역시 부평구 부평동 703-8번지,제2종근린생활시설,1143.81
9277,인천광역시 부평구 부평동 704-10번지,업무시설,1191.51
9278,인천광역시 부평구 부평동 705-2번지,단독주택,106.79
9279,인천광역시 부평구 부평동 705-5번지,단독주택,230.28
9280,인천광역시 부평구 부평동 705-6번지,제2종근린생활시설,458.84
9281,인천광역시 부평구 부평동 705-8번지,단독주택,252.07
9282,인천광역시 부평구 부평동 706-1번지,업무시설,2037.97
9283,인천광역시 부평구 부평동 707-11번지,단독주택,42.64
9284,인천광역시 부평구 부평동 707-19번지,단독주택,27.11
9285,인천광역시 부평구 부평동 707-20번지,단독주택,20.5
9286,인천광역시 부평구 부평동 707-43번지,제1종근린생활시설,27.44
9287,인천광역시 부평구 부평동 707번지,단독주택,73.05
9288,인천광역시 부평구 부평동 708-2번지,단독주택,130.64
9289,인천광역시 부평구 부평동 708-4번지,단독주택,133.56
9290,인천광역시 부평구 부평동 708번지,단독주택,69.75
9291,인천광역시 부평구 부평동 709-2번지,업무시설,2104.4
9292,인천광역시 부평구 부평동 710-8번지,단독주택,46.94
9293,인천광역시 부평구 부평동 711-1번지,단독주택,47.61
9294,인천광역시 부평구 부평동 713-9번지,단독주택,51.93
9295,인천광역시 부평구 부평동 713번지,단독주택,98.84
9296,인천광역시 부평구 부평동 715-105번지,단독주택,61.79
9297,인천광역시 부평구 부평동 715-140번지,공동주택,1058.44
9298,인천광역시 부평구 부평동 715-159번지,공동주택,526.41
9299,인천광역시 부평구 부평동 715-15번지,단독주택,67.35
9300,인천광역시 부평구 부평동 715-164번지,공동주택,891.11
9301,인천광역시 부평구 부평동 715-165번지,공동주택,1038.43
9302,인천광역시 부평구 부평동 715-175번지,제2종근린생활시설,897.91
9303,인천광역시 부평구 부평동 715-215번지,단독주택,28.43
9304,인천광역시 부평구 부평동 715-29번지,단독주택,219.18
9305,인천광역시 부평구 부평동 715-32번지,단독주택,66.7
9306,인천광역시 부평구 부평동 715-34번지,공동주택,991.86
9307,인천광역시 부평구 부평동 715-37번지,공동주택,465.93
9308,인천광역시 부평구 부평동 715-39번지,단독주택,91.95
9309,인천광역시 부평구 부평동 715-40번지,공동주택,475.48
9310,인천광역시 부평구 부평동 715-41번지,공동주택,328.95
9311,인천광역시 부평구 부평동 715-42번지,공동주택,325.8
9312,인천광역시 부평구 부평동 715-45번지,공동주택,301.74
9313,인천광역시 부평구 부평동 715-47번지,공동주택,449.28
9314,인천광역시 부평구 부평동 715-48번지,제2종근린생활시설,877.04
9315,인천광역시 부평구 부평동 715-49번지,공동주택,659.71
9316,인천광역시 부평구 부평동 715-4번지,단독주택,56.2
9317,인천광역시 부평구 부평동 715-50번지,단독주택,44.62
9318,인천광역시 부평구 부평동 715-51번지,공동주택,1112.62
9319,인천광역시 부평구 부평동 715-52번지,공동주택,832.12
9320,인천광역시 부평구 부평동 715-53번지,공동주택,530.57
9321,인천광역시 부평구 부평동 715-58번지,공동주택,471.36
9322,인천광역시 부평구 부평동 715-6번지,단독주택,31.74
9323,인천광역시 부평구 부평동 715-71번지,단독주택,193.02
9324,인천광역시 부평구 부평동 715-72번지,단독주택,276.36
9325,인천광역시 부평구 부평동 715-95번지,단독주택,61.82
9326,인천광역시 부평구 부평동 715번지,공동주택,322.32
9327,인천광역시 부평구 부평동 715번지,단독주택,307.56
9328,인천광역시 부평구 부평동 716-1번지,공동주택,560.04
9329,인천광역시 부평구 부평동 716-3번지,제2종근린생활시설,1461.4
9330,인천광역시 부평구 부평동 716-4번지,제1종근린생활시설,488.22
9331,인천광역시 부평구 부평동 716-6번지,공동주택,303.87
9332,인천광역시 부평구 부평동 716-7번지,제1종근린생활시설,4.33
9333,인천광역시 부평구 부평동 716-7번지,제2종근린생활시설,428.21
9334,인천광역시 부평구 부평동 716번지,공동주택,659.32
9335,인천광역시 부평구 부평동 717-10번지,단독주택,192.96
9336,인천광역시 부평구 부평동 717-12번지,단독주택,57.29
9337,인천광역시 부평구 부평동 717-18번지,제2종근린생활시설,661.86
9338,인천광역시 부평구 부평동 717-2번지,단독주택,487.63
9339,인천광역시 부평구 부평동 717-5번지,단독주택,95.27
9340,인천광역시 부평구 부평동 717-6번지,제2종근린생활시설,870.0075
9341,인천광역시 부평구 부평동 717-9번지,제1종근린생활시설,53.88
9342,인천광역시 부평구 부평동 718-12번지,제2종근린생활시설,626.08
9343,인천광역시 부평구 부평동 718-16번지,단독주택,175.76
9344,인천광역시 부평구 부평동 718-17번지,단독주택,219.99
9345,인천광역시 부평구 부평동 718-1번지,단독주택,165.15
9346,인천광역시 부평구 부평동 718-3번지,공동주택,156.0
9347,인천광역시 부평구 부평동 718-4번지,단독주택,186.03
9348,인천광역시 부평구 부평동 718-5번지,단독주택,136.71
9349,인천광역시 부평구 부평동 718-6번지,단독주택,198.55
9350,인천광역시 부평구 부평동 718-7번지,단독주택,351.92
9351,인천광역시 부평구 부평동 718-8번지,단독주택,434.63
9352,인천광역시 부평구 부평동 718-9번지,업무시설,1932.9
9353,인천광역시 부평구 부평동 718번지,단독주택,253.86
9354,인천광역시 부평구 부평동 719-1번지,업무시설,8434.91
9355,인천광역시 부평구 부평동 719-5번지,공동주택,317.2
9356,인천광역시 부평구 부평동 72-3번지,단독주택,98.64
9357,인천광역시 부평구 부평동 722-15번지,단독주택,53.36
9358,인천광역시 부평구 부평동 722-25번지,공동주택,646.21
9359,인천광역시 부평구 부평동 722-26번지,단독주택,357.25
9360,인천광역시 부평구 부평동 722-30번지,단독주택,270.56
9361,인천광역시 부평구 부평동 722-31번지,공동주택,568.37
9362,인천광역시 부평구 부평동 722-32번지,제2종근린생활시설,234.09
9363,인천광역시 부평구 부평동 722-36번지,제2종근린생활시설,340.99
9364,인천광역시 부평구 부평동 722-37번지,제2종근린생활시설,709.9
9365,인천광역시 부평구 부평동 722-3번지,제1종근린생활시설,189.55
9366,인천광역시 부평구 부평동 722-40번지,단독주택,181.82
9367,인천광역시 부평구 부평동 722-41번지,단독주택,872.93
9368,인천광역시 부평구 부평동 722-43번지,단독주택,285.51
9369,인천광역시 부평구 부평동 722-48번지,공동주택,477.0
9370,인천광역시 부평구 부평동 722-4번지,단독주택,633.54
9371,인천광역시 부평구 부평동 722-5번지,업무시설,3005.24
9372,인천광역시 부평구 부평동 722-6번지,단독주택,520.09
9373,인천광역시 부평구 부평동 722-7번지,공동주택,555.85
9374,인천광역시 부평구 부평동 722번지,단독주택,101.49000000000001
9375,인천광역시 부평구 부평동 723-10번지,단독주택,60.82
9376,인천광역시 부평구 부평동 723-11번지,단독주택,273.24
9377,인천광역시 부평구 부평동 723-15번지,단독주택,306.96
9378,인천광역시 부평구 부평동 723-17번지,단독주택,247.23
9379,인천광역시 부평구 부평동 723-1번지,단독주택,306.69
9380,인천광역시 부평구 부평동 723-22번지,공동주택,328.32
9381,인천광역시 부평구 부평동 723-6번지,단독주택,215.58
9382,인천광역시 부평구 부평동 723-7번지,제2종근린생활시설,493.63
9383,인천광역시 부평구 부평동 723-8번지,공동주택,336.94
9384,인천광역시 부평구 부평동 724-17번지,단독주택,265.44
9385,인천광역시 부평구 부평동 724-2번지,공동주택,1024.29
9386,인천광역시 부평구 부평동 724-6번지,단독주택,265.64
9387,인천광역시 부평구 부평동 724-9번지,공동주택,286.8
9388,인천광역시 부평구 부평동 725-11번지,제1종근린생활시설,1082.83
9389,인천광역시 부평구 부평동 725-140번지,단독주택,130.51
9390,인천광역시 부평구 부평동 725-15번지,제2종근린생활시설,999.39
9391,인천광역시 부평구 부평동 725-9번지,제2종근린생활시설,599.43
9392,인천광역시 부평구 부평동 728-13번지,공동주택,322.41
9393,인천광역시 부평구 부평동 728-18번지,단독주택,68.86
9394,인천광역시 부평구 부평동 728-18번지,제2종근린생활시설,488.16
9395,인천광역시 부평구 부평동 728-20번지,제2종근린생활시설,821.84
9396,인천광역시 부평구 부평동 728-24번지,공동주택,316.41
9397,인천광역시 부평구 부평동 728-9번지,제2종근린생활시설,1501.18
9398,인천광역시 부평구 부평동 729-3번지,단독주택,59.5
9399,인천광역시 부평구 부평동 730-3번지,제2종근린생활시설,891.87
9400,인천광역시 부평구 부평동 733-3번지,단독주택,229.28
9401,인천광역시 부평구 부평동 733-7번지,제2종근린생활시설,26.56
9402,인천광역시 부평구 부평동 734-10번지,제2종근린생활시설,99.28
9403,인천광역시 부평구 부평동 734-18번지,제1종근린생활시설,293.53
9404,인천광역시 부평구 부평동 734-19번지,단독주택,40.1
9405,인천광역시 부평구 부평동 734-1번지,제1종근린생활시설,1130.65
9406,인천광역시 부평구 부평동 734-20번지,공동주택,1698.773
9407,인천광역시 부평구 부평동 735-11번지,단독주택,41.45
9408,인천광역시 부평구 부평동 735-21번지,단독주택,196.378
9409,인천광역시 부평구 부평동 735-9번지,단독주택,137.037
9410,인천광역시 부평구 부평동 736-11번지,단독주택,231.48
9411,인천광역시 부평구 부평동 736-2번지,단독주택,48.26
9412,인천광역시 부평구 부평동 736-3번지,업무시설,603.84
9413,인천광역시 부평구 부평동 736-5번지,단독주택,321.21
9414,인천광역시 부평구 부평동 736-7번지,단독주택,199.32
9415,인천광역시 부평구 부평동 736-9번지,제1종근린생활시설,59.7
9416,인천광역시 부평구 부평동 738-10번지,단독주택,59.5
9417,인천광역시 부평구 부평동 738-45번지,공동주택,26272.94
9418,인천광역시 부평구 부평동 738번지,단독주택,115.04
9419,인천광역시 부평구 부평동 738번지,제1종근린생활시설,19.5
9420,인천광역시 부평구 부평동 739-11번지,업무시설,11037.3226
9421,인천광역시 부평구 부평동 739-16번지,단독주택,190.1
9422,인천광역시 부평구 부평동 739-2번지,공동주택,284.0
9423,인천광역시 부평구 부평동 740-14번지,공동주택,994.5
9424,인천광역시 부평구 부평동 740-15번지,단독주택,158.9
9425,인천광역시 부평구 부평동 740-17번지,단독주택,151.2
9426,인천광역시 부평구 부평동 740-18번지,단독주택,151.08
9427,인천광역시 부평구 부평동 740-20번지,단독주택,146.8
9428,인천광역시 부평구 부평동 741-10번지,공동주택,947.72
9429,인천광역시 부평구 부평동 741-1번지,공동주택,968.3700000000001
9430,인천광역시 부평구 부평동 741-1번지,단독주택,55.11
9431,인천광역시 부평구 부평동 741-23번지,단독주택,251.64
9432,인천광역시 부평구 부평동 741-24번지,단독주택,38.02
9433,인천광역시 부평구 부평동 741-25번지,단독주택,69.56
9434,인천광역시 부평구 부평동 741-27번지,단독주택,252.96
9435,인천광역시 부평구 부평동 741-28번지,단독주택,203.71
9436,인천광역시 부평구 부평동 741-2번지,공동주택,929.4000000000001
9437,인천광역시 부평구 부평동 741-32번지,단독주택,183.18
9438,인천광역시 부평구 부평동 741-4번지,제1종근린생활시설,372.38
9439,인천광역시 부평구 부평동 741-9번지,공동주택,873.9
9440,인천광역시 부평구 부평동 741번지,단독주택,58.18
9441,인천광역시 부평구 부평동 742-10번지,제1종근린생활시설,514.75
9442,인천광역시 부평구 부평동 742-11번지,공동주택,603.49
9443,인천광역시 부평구 부평동 742-12번지,단독주택,229.4
9444,인천광역시 부평구 부평동 742-16번지,업무시설,1295.06
9445,인천광역시 부평구 부평동 742-17번지,단독주택,215.35
9446,인천광역시 부평구 부평동 742-19번지,제2종근린생활시설,724.89
9447,인천광역시 부평구 부평동 742-1번지,단독주택,494.7
9448,인천광역시 부평구 부평동 742-20번지,공동주택,327.6
9449,인천광역시 부평구 부평동 742-2번지,단독주택,324.78
9450,인천광역시 부평구 부평동 742-3번지,단독주택,493.84
9451,인천광역시 부평구 부평동 742-5번지,단독주택,773.49
9452,인천광역시 부평구 부평동 742-6번지,단독주택,392.95
9453,인천광역시 부평구 부평동 742-9번지,단독주택,426.15
9454,인천광역시 부평구 부평동 742번지,제2종근린생활시설,496.16
9455,인천광역시 부평구 부평동 743-10번지,단독주택,190.08
9456,인천광역시 부평구 부평동 743-13번지,단독주택,484.12
9457,인천광역시 부평구 부평동 743-15번지,단독주택,323.605
9458,인천광역시 부평구 부평동 743-16번지,공동주택,307.36
9459,인천광역시 부평구 부평동 743-16번지,단독주택,46.54
9460,인천광역시 부평구 부평동 743-18번지,단독주택,85.30000000000001
9461,인천광역시 부평구 부평동 743-21번지,단독주택,71.75999999999999
9462,인천광역시 부평구 부평동 743-25번지,단독주택,255.42
9463,인천광역시 부평구 부평동 743-26번지,단독주택,257.1
9464,인천광역시 부평구 부평동 743-27번지,단독주택,75.67
9465,인천광역시 부평구 부평동 743-29번지,단독주택,278.42
9466,인천광역시 부평구 부평동 743-31번지,단독주택,542.76
9467,인천광역시 부평구 부평동 743-32번지,단독주택,494.88
9468,인천광역시 부평구 부평동 743-33번지,단독주택,221.01
9469,인천광역시 부평구 부평동 743-34번지,단독주택,145.6
9470,인천광역시 부평구 부평동 743-36번지,단독주택,145.805
9471,인천광역시 부평구 부평동 743-37번지,공동주택,273.3
9472,인천광역시 부평구 부평동 743-38번지,단독주택,140.26
9473,인천광역시 부평구 부평동 743-40번지,단독주택,122.6
9474,인천광역시 부평구 부평동 743-41번지,제2종근린생활시설,70.76
9475,인천광역시 부평구 부평동 743-44번지,업무시설,674.6
9476,인천광역시 부평구 부평동 743-46번지,공동주택,657.06
9477,인천광역시 부평구 부평동 743-48번지,공동주택,524.31
9478,인천광역시 부평구 부평동 743-53번지,업무시설,1994.77
9479,인천광역시 부평구 부평동 743-54번지,단독주택,223.85
9480,인천광역시 부평구 부평동 743-55번지,공동주택,394.95
9481,인천광역시 부평구 부평동 743-58번지,단독주택,121.72
9482,인천광역시 부평구 부평동 743-5번지,공동주택,532.6
9483,인천광역시 부평구 부평동 743-69번지,단독주택,242.7
9484,인천광역시 부평구 부평동 743-6번지,공동주택,656.9
9485,인천광역시 부평구 부평동 743-71번지,제1종근린생활시설,492.46
9486,인천광역시 부평구 부평동 743-7번지,단독주택,161.13
9487,인천광역시 부평구 부평동 743-7번지,제1종근린생활시설,14.72
9488,인천광역시 부평구 부평동 743-81번지,공동주택,631.85
9489,인천광역시 부평구 부평동 743-9번지,공동주택,441.12
9490,인천광역시 부평구 부평동 743번지,단독주택,400.75
9491,인천광역시 부평구 부평동 744-10번지,단독주택,217.86
9492,인천광역시 부평구 부평동 744-11번지,단독주택,121.2
9493,인천광역시 부평구 부평동 744-12번지,단독주택,184.2
9494,인천광역시 부평구 부평동 744-13번지,단독주택,265.9
9495,인천광역시 부평구 부평동 744-14번지,단독주택,215.82999999999998
9496,인천광역시 부평구 부평동 744-1번지,단독주택,300.75
9497,인천광역시 부평구 부평동 744-25번지,공동주택,348.72
9498,인천광역시 부평구 부평동 744-2번지,공동주택,446.48
9499,인천광역시 부평구 부평동 744-8번지,단독주택,27.44
9500,인천광역시 부평구 부평동 744-9번지,단독주택,27.76
9501,인천광역시 부평구 부평동 746-1번지,단독주택,40.83
9502,인천광역시 부평구 부평동 746-2번지,업무시설,4684.06
9503,인천광역시 부평구 부평동 747-18번지,공동주택,652.66
9504,인천광역시 부평구 부평동 747-1번지,단독주택,92.5
9505,인천광역시 부평구 부평동 747-21번지,업무시설,1349.43
9506,인천광역시 부평구 부평동 747-22번지,업무시설,789.57
9507,인천광역시 부평구 부평동 747-28번지,단독주택,301.14
9508,인천광역시 부평구 부평동 747-31번지,공동주택,543.91
9509,인천광역시 부평구 부평동 747-31번지,단독주택,83.76
9510,인천광역시 부평구 부평동 747-32번지,단독주택,256.99
9511,인천광역시 부평구 부평동 747-42번지,공동주택,440.68
9512,인천광역시 부평구 부평동 747-43번지,공동주택,482.96
9513,인천광역시 부평구 부평동 747-48번지,단독주택,0.0
9514,인천광역시 부평구 부평동 747-4번지,공동주택,630.28
9515,인천광역시 부평구 부평동 747-52번지,단독주택,234.69
9516,인천광역시 부평구 부평동 747-53번지,제2종근린생활시설,874.78
9517,인천광역시 부평구 부평동 747-62번지,단독주택,96.7
9518,인천광역시 부평구 부평동 747-8번지,단독주택,35.47
9519,인천광역시 부평구 부평동 747번지,업무시설,2097.97
9520,인천광역시 부평구 부평동 749-3번지,단독주택,30.0
9521,인천광역시 부평구 부평동 749번지,공동주택,657.77
9522,인천광역시 부평구 부평동 750-100번지,단독주택,257.35
9523,인천광역시 부평구 부평동 750-101번지,업무시설,2302.225
9524,인천광역시 부평구 부평동 750-107번지,단독주택,272.48
9525,인천광역시 부평구 부평동 750-125번지,공동주택,605.16
9526,인천광역시 부평구 부평동 750-12번지,단독주택,224.79
9527,인천광역시 부평구 부평동 750-144번지,공동주택,591.14
9528,인천광역시 부평구 부평동 750-18번지,공동주택,655.83
9529,인천광역시 부평구 부평동 750-24번지,업무시설,1629.13
9530,인천광역시 부평구 부평동 750-28번지,단독주택,244.3
9531,인천광역시 부평구 부평동 750-29번지,단독주택,161.4
9532,인천광역시 부평구 부평동 750-30번지,단독주택,198.78
9533,인천광역시 부평구 부평동 750-31번지,단독주택,224.46
9534,인천광역시 부평구 부평동 750-32번지,단독주택,412.56
9535,인천광역시 부평구 부평동 750-33번지,공동주택,266.88
9536,인천광역시 부평구 부평동 750-34번지,공동주택,419.04
9537,인천광역시 부평구 부평동 750-35번지,단독주택,203.735
9538,인천광역시 부평구 부평동 750-37번지,단독주택,275.94
9539,인천광역시 부평구 부평동 750-38번지,공동주택,867.18
9540,인천광역시 부평구 부평동 750-3번지,단독주택,79.34
9541,인천광역시 부평구 부평동 750-40번지,공동주택,465.02
9542,인천광역시 부평구 부평동 750-41번지,단독주택,233.82
9543,인천광역시 부평구 부평동 750-47번지,단독주택,240.39
9544,인천광역시 부평구 부평동 750-4번지,공동주택,568.76
9545,인천광역시 부평구 부평동 750-52번지,단독주택,299.12
9546,인천광역시 부평구 부평동 750-54번지,단독주택,408.51
9547,인천광역시 부평구 부평동 750-55번지,단독주택,252.91
9548,인천광역시 부평구 부평동 750-56번지,단독주택,269.35
9549,인천광역시 부평구 부평동 750-59번지,단독주택,466.44
9550,인천광역시 부평구 부평동 750-5번지,공동주택,325.92
9551,인천광역시 부평구 부평동 750-5번지,단독주택,95.86
9552,인천광역시 부평구 부평동 750-620번지,단독주택,35.37
9553,인천광역시 부평구 부평동 750-620번지,제1종근린생활시설,16.87
9554,인천광역시 부평구 부평동 750-64번지,단독주택,43.980000000000004
9555,인천광역시 부평구 부평동 750-70번지,공동주택,590.34
9556,인천광역시 부평구 부평동 750-71번지,공동주택,659.05
9557,인천광역시 부평구 부평동 750-73번지,단독주택,108.429
9558,인천광역시 부평구 부평동 750-74번지,단독주택,245.73
9559,인천광역시 부평구 부평동 750-77번지,단독주택,250.15
9560,인천광역시 부평구 부평동 750-7번지,공동주택,659.0799999999999
9561,인천광역시 부평구 부평동 750-80번지,단독주택,265.04
9562,인천광역시 부평구 부평동 750-85번지,단독주택,121.23
9563,인천광역시 부평구 부평동 750-86번지,단독주택,120.96
9564,인천광역시 부평구 부평동 750-90번지,공동주택,544.34
9565,인천광역시 부평구 부평동 750-9번지,단독주택,230.2
9566,인천광역시 부평구 부평동 750번지,공동주택,329.08
9567,인천광역시 부평구 부평동 750번지,제1종근린생활시설,370.24
9568,인천광역시 부평구 부평동 751-100번지,공동주택,589.73
9569,인천광역시 부평구 부평동 751-101번지,공동주택,209.91
9570,인천광역시 부평구 부평동 751-109번지,공동주택,481.7
9571,인천광역시 부평구 부평동 751-110번지,공동주택,716.56
9572,인천광역시 부평구 부평동 751-114번지,단독주택,56.940000000000005
9573,인천광역시 부평구 부평동 751-115번지,단독주택,259.88
9574,인천광역시 부평구 부평동 751-118번지,제2종근린생활시설,687.85
9575,인천광역시 부평구 부평동 751-119번지,제2종근린생활시설,772.14
9576,인천광역시 부평구 부평동 751-122번지,단독주택,165.1
9577,인천광역시 부평구 부평동 751-123번지,단독주택,198.26
9578,인천광역시 부평구 부평동 751-127번지,단독주택,191.75
9579,인천광역시 부평구 부평동 751-128번지,단독주택,195.83
9580,인천광역시 부평구 부평동 751-12번지,단독주택,270.54
9581,인천광역시 부평구 부평동 751-131번지,단독주택,222.165
9582,인천광역시 부평구 부평동 751-136번지,공동주택,943.95
9583,인천광역시 부평구 부평동 751-13번지,공동주택,641.78
9584,인천광역시 부평구 부평동 751-140번지,단독주택,179.94
9585,인천광역시 부평구 부평동 751-141번지,단독주택,224.4
9586,인천광역시 부평구 부평동 751-14번지,단독주택,339.9
9587,인천광역시 부평구 부평동 751-158번지,제1종근린생활시설,346.42
9588,인천광역시 부평구 부평동 751-15번지,단독주택,676.28
9589,인천광역시 부평구 부평동 751-164번지,단독주택,118.44
9590,인천광역시 부평구 부평동 751-166번지,단독주택,178.48
9591,인천광역시 부평구 부평동 751-16번지,공동주택,516.5
9592,인천광역시 부평구 부평동 751-183번지,공동주택,565.0
9593,인천광역시 부평구 부평동 751-19번지,단독주택,309.49
9594,인천광역시 부평구 부평동 751-1번지,단독주택,138.86
9595,인천광역시 부평구 부평동 751-1번지,제1종근린생활시설,39.67
9596,인천광역시 부평구 부평동 751-207번지,공동주택,507.2
9597,인천광역시 부평구 부평동 751-2번지,단독주택,46.28
9598,인천광역시 부평구 부평동 751-40번지,공동주택,392.0
9599,인천광역시 부평구 부평동 751-40번지,단독주택,100.5
9600,인천광역시 부평구 부평동 751-45번지,단독주택,194.92
9601,인천광역시 부평구 부평동 751-47번지,단독주택,194.085
9602,인천광역시 부평구 부평동 751-48번지,단독주택,214.62
9603,인천광역시 부평구 부평동 751-49번지,공동주택,590.96
9604,인천광역시 부평구 부평동 751-54번지,단독주택,196.68
9605,인천광역시 부평구 부평동 751-58번지,제2종근린생활시설,579.62
9606,인천광역시 부평구 부평동 751-628번지,단독주택,54.54
9607,인천광역시 부평구 부평동 751-63번지,공동주택,523.08
9608,인천광역시 부평구 부평동 751-66번지,공동주택,436.93
9609,인천광역시 부평구 부평동 751-6번지,공동주택,631.1
9610,인천광역시 부평구 부평동 751-72번지,공동주택,886.62
9611,인천광역시 부평구 부평동 751-74번지,공동주택,770.14
9612,인천광역시 부평구 부평동 751-77번지,단독주택,349.27
9613,인천광역시 부평구 부평동 751-79번지,단독주택,315.22
9614,인천광역시 부평구 부평동 751-82번지,공동주택,654.72
9615,인천광역시 부평구 부평동 751-83번지,제2종근린생활시설,494.695
9616,인천광역시 부평구 부평동 751-84번지,단독주택,481.53
9617,인천광역시 부평구 부평동 751-85번지,업무시설,3272.55
9618,인천광역시 부평구 부평동 751-87번지,공동주택,659.85
9619,인천광역시 부평구 부평동 751-88번지,공동주택,650.31
9620,인천광역시 부평구 부평동 751-89번지,제2종근린생활시설,287.16
9621,인천광역시 부평구 부평동 751-8번지,제2종근린생활시설,791.49
9622,인천광역시 부평구 부평동 751-93번지,공동주택,392.22
9623,인천광역시 부평구 부평동 751-94번지,공동주택,373.11
9624,인천광역시 부평구 부평동 751-96번지,단독주택,372.68
9625,인천광역시 부평구 부평동 751-99번지,공동주택,409.65
9626,인천광역시 부평구 부평동 751-99번지,단독주택,71.4
9627,인천광역시 부평구 부평동 751-9번지,제2종근린생활시설,46.33
9628,인천광역시 부평구 부평동 751번지,공동주택,566.1
9629,인천광역시 부평구 부평동 752-30번지,단독주택,643.56
9630,인천광역시 부평구 부평동 752-31번지,제2종근린생활시설,616.52
9631,인천광역시 부평구 부평동 752-32번지,공동주택,895.44
9632,인천광역시 부평구 부평동 752-35번지,공동주택,855.37
9633,인천광역시 부평구 부평동 752-36번지,공동주택,221.16
9634,인천광역시 부평구 부평동 752-37번지,공동주택,651.81
9635,인천광역시 부평구 부평동 752-38번지,공동주택,416.16
9636,인천광역시 부평구 부평동 752-39번지,공동주택,296.64
9637,인천광역시 부평구 부평동 752-41번지,단독주택,121.69
9638,인천광역시 부평구 부평동 752-42번지,공동주택,204.16
9639,인천광역시 부평구 부평동 752-43번지,공동주택,659.42
9640,인천광역시 부평구 부평동 752-44번지,단독주택,59.9
9641,인천광역시 부평구 부평동 752-45번지,공동주택,652.43
9642,인천광역시 부평구 부평동 752-46번지,공동주택,688.59
9643,인천광역시 부평구 부평동 752-47번지,공동주택,329.18
9644,인천광역시 부평구 부평동 752-48번지,공동주택,659.66
9645,인천광역시 부평구 부평동 752-49번지,공동주택,786.04
9646,인천광역시 부평구 부평동 752-49번지,단독주택,58.78
9647,인천광역시 부평구 부평동 752-50번지,업무시설,8426.18
9648,인천광역시 부평구 부평동 752-55번지,공동주택,678.34
9649,인천광역시 부평구 부평동 752-56번지,공동주택,661.8
9650,인천광역시 부평구 부평동 752-57번지,공동주택,257.17
9651,인천광역시 부평구 부평동 752-61번지,단독주택,393.24
9652,인천광역시 부평구 부평동 752-68번지,업무시설,662.54
9653,인천광역시 부평구 부평동 752-70번지,단독주택,241.4
9654,인천광역시 부평구 부평동 752-72번지,업무시설,3080.29
9655,인천광역시 부평구 부평동 752-74번지,공동주택,324.26
9656,인천광역시 부평구 부평동 752-75번지,공동주택,328.99
9657,인천광역시 부평구 부평동 752-76번지,공동주택,329.32
9658,인천광역시 부평구 부평동 752-93번지,공동주택,404.31
9659,인천광역시 부평구 부평동 752번지,단독주택,58.78
9660,인천광역시 부평구 부평동 753-17번지,제2종근린생활시설,389.38
9661,인천광역시 부평구 부평동 753-20번지,단독주택,84.76
9662,인천광역시 부평구 부평동 754-101번지,제1종근린생활시설,331.622
9663,인천광역시 부평구 부평동 754-102번지,단독주택,220.16
9664,인천광역시 부평구 부평동 754-103번지,공동주택,654.78
9665,인천광역시 부평구 부평동 754-104번지,공동주택,651.28
9666,인천광역시 부평구 부평동 754-105번지,단독주택,197.1
9667,인천광역시 부평구 부평동 754-107번지,공동주택,1130.54
9668,인천광역시 부평구 부평동 754-10번지,단독주택,43.31
9669,인천광역시 부평구 부평동 754-115번지,업무시설,619.83
