대지위치,주용도코드명,연면적
인천광역시 부평구 갈산동 28-13번지,제2종근린생활시설,270.3
인천광역시 부평구 갈산동 28-14번지,공동주택,489.1
인천광역시 부평구 갈산동 28-17번지,공동주택,590.9
인천광역시 부평구 갈산동 28-19번지,제1종근린생활시설,432.1
인천광역시 부평구 갈산동 28-20번지,제2종근린생활시설,492.94
인천광역시 부평구 갈산동 28-21번지,단독주택,312.72
인천광역시 부평구 갈산동 28-23번지,제1종근린생활시설,494.46
인천광역시 부평구 갈산동 28-29번지,공동주택,417.99
인천광역시 부평구 갈산동 28-2번지,단독주택,3.84
인천광역시 부평구 갈산동 28-4번지,업무시설,599.76
인천광역시 부평구 갈산동 28-5번지,단독주택,119.07
인천광역시 부평구 갈산동 28-6번지,단독주택,522.8
인천광역시 부평구 갈산동 28-8번지,단독주택,539.14
인천광역시 부평구 갈산동 29-10번지,공동주택,642.5
인천광역시 부평구 갈산동 29-14번지,공동주택,1496.41
인천광역시 부평구 갈산동 29-17번지,단독주택,195.09
인천광역시 부평구 갈산동 29-18번지,단독주택,71.17
인천광역시 부평구 갈산동 29-19번지,공동주택,419.37
인천광역시 부평구 갈산동 29-1번지,공동주택,526.68
인천광역시 부평구 갈산동 29-20번지,공동주택,658.69
인천광역시 부평구 갈산동 29-21번지,공동주택,325.02
인천광역시 부평구 갈산동 29-22번지,단독주택,644.22
인천광역시 부평구 갈산동 29-23번지,단독주택,328.0
인천광역시 부평구 갈산동 29-26번지,공동주택,575.91
인천광역시 부평구 갈산동 29-27번지,단독주택,260.83
인천광역시 부평구 갈산동 29-28번지,근린생활시설,366.66
인천광역시 부평구 갈산동 29-2번지,단독주택,90.73
인천광역시 부평구 갈산동 29-2번지,제1종근린생활시설,354.48
인천광역시 부평구 갈산동 29-32번지,공동주택,329.36
인천광역시 부평구 갈산동 29-33번지,공동주택,328.56
인천광역시 부평구 갈산동 29-35번지,공동주택,394.02
인천광역시 부평구 갈산동 29-37번지,공동주택,482.85
인천광역시 부평구 갈산동 29-38번지,단독주택,1.44
인천광역시 부평구 갈산동 29-43번지,단독주택,391.84
인천광역시 부평구 갈산동 29-44번지,단독주택,380.24
인천광역시 부평구 갈산동 29-46번지,단독주택,328.0
인천광역시 부평구 갈산동 29-47번지,제1종근린생활시설,421.41
인천광역시 부평구 갈산동 29-49번지,제1종근린생활시설,473.2
인천광역시 부평구 갈산동 29-52번지,제2종근린생활시설,269.76
인천광역시 부평구 갈산동 29-54번지,제2종근린생활시설,189.125
인천광역시 부평구 갈산동 29-56번지,제1종근린생활시설,340.93
인천광역시 부평구 갈산동 29-5번지,단독주택,190.77
인천광역시 부평구 갈산동 29-72번지,단독주택,638.69
인천광역시 부평구 갈산동 29-74번지,공동주택,580.23
인천광역시 부평구 갈산동 29-7번지,단독주택,493.34
인천광역시 부평구 갈산동 29-89번지,공동주택,514.68
인천광역시 부평구 갈산동 29-96번지,공동주택,659.66
인천광역시 부평구 갈산동 29-97번지,공동주택,659.77
인천광역시 부평구 갈산동 29-9번지,공동주택,655.83
인천광역시 부평구 갈산동 29번지,단독주택,50.38
인천광역시 부평구 갈산동 3-3번지,제1종근린생활시설,8.4
인천광역시 부평구 갈산동 30-1번지,공동주택,329.7
인천광역시 부평구 갈산동 30-2번지,공동주택,329.7
인천광역시 부평구 갈산동 30-3번지,공동주택,329.7
인천광역시 부평구 갈산동 30-4번지,공동주택,329.7
인천광역시 부평구 갈산동 30-5번지,단독주택,560.88
인천광역시 부평구 갈산동 30-6번지,제1종근린생활시설,484.26
인천광역시 부평구 갈산동 30번지,공동주택,329.62
인천광역시 부평구 갈산동 31-3번지,제2종근린생활시설,84.33
인천광역시 부평구 갈산동 31-7번지,제2종근린생활시설,448.36
인천광역시 부평구 갈산동 32-2번지,제2종근린생활시설,305.06
인천광역시 부평구 갈산동 33-4번지,공동주택,940.28
인천광역시 부평구 갈산동 34-10번지,공동주택,588.79
인천광역시 부평구 갈산동 34-11번지,단독주택,253.45
인천광역시 부평구 갈산동 34-12번지,공동주택,527.84
인천광역시 부평구 갈산동 34-14번지,공동주택,584.72
인천광역시 부평구 갈산동 34-16번지,단독주택,582.16
인천광역시 부평구 갈산동 34-21번지,공동주택,502.24
인천광역시 부평구 갈산동 34-2번지,제2종근린생활시설,810.375
인천광역시 부평구 갈산동 34-4번지,단독주택,588.35
인천광역시 부평구 갈산동 34-5번지,공동주택,578.2
인천광역시 부평구 갈산동 34-8번지,공동주택,580.75
인천광역시 부평구 갈산동 34-9번지,공동주택,555.08
인천광역시 부평구 갈산동 35-11번지,공동주택,384.0
인천광역시 부평구 갈산동 35-12번지,공동주택,450.87
인천광역시 부평구 갈산동 35-1번지,공동주택,630.44
인천광역시 부평구 갈산동 35-2번지,공동주택,624.18
인천광역시 부평구 갈산동 35-3번지,제2종근린생활시설,448.69
인천광역시 부평구 갈산동 35-8번지,공동주택,608.95
인천광역시 부평구 갈산동 35-9번지,공동주택,425.7
인천광역시 부평구 갈산동 359-1번지,제1종근린생활시설,22.53
인천광역시 부평구 갈산동 359-2번지,제2종근린생활시설,2054.09
인천광역시 부평구 갈산동 359-4번지,제1종근린생활시설,118.98
인천광역시 부평구 갈산동 359번지,공동주택,20926.8
인천광역시 부평구 갈산동 36-1번지,공동주택,652.25
인천광역시 부평구 갈산동 360번지,공동주택,9489.36
인천광역시 부평구 갈산동 360번지,판매시설,1438.5
인천광역시 부평구 갈산동 361-2번지,제1종근린생활시설,11.56
인천광역시 부평구 갈산동 361-3번지,공동주택,11409.3
인천광역시 부평구 갈산동 361-4번지,공동주택,13419.6525
인천광역시 부평구 갈산동 361-4번지,제1종근린생활시설,3433.88
인천광역시 부평구 갈산동 362번지,공동주택,1274.715
인천광역시 부평구 갈산동 363번지,공동주택,9162.68
인천광역시 부평구 갈산동 363번지,제1종근린생활시설,981.21
인천광역시 부평구 갈산동 364-1번지,제2종근린생활시설,1498.74
인천광역시 부평구 갈산동 364-2번지,제2종근린생활시설,1382.38
인천광역시 부평구 갈산동 364-3번지,제1종근린생활시설,259.215
인천광역시 부평구 갈산동 364번지,제1종근린생활시설,3818.09
인천광역시 부평구 갈산동 365번지,제1종근린생활시설,329.58
인천광역시 부평구 갈산동 366번지,제1종근린생활시설,41.65
인천광역시 부평구 갈산동 367-1번지,제2종근린생활시설,214.59
인천광역시 부평구 갈산동 367-2번지,제2종근린생활시설,927.635
인천광역시 부평구 갈산동 367-3번지,제1종근린생활시설,1449.6
인천광역시 부평구 갈산동 367-4번지,제1종근린생활시설,1498.87
인천광역시 부평구 갈산동 367번지,제1종근린생활시설,1431.74
인천광역시 부평구 갈산동 368번지,공동주택,132.44
인천광역시 부평구 갈산동 369-1번지,제1종근린생활시설,11.56
인천광역시 부평구 갈산동 369번지,공동주택,19871.38
인천광역시 부평구 갈산동 369번지,제1종근린생활시설,3165.4
인천광역시 부평구 갈산동 369번지,제2종근린생활시설,1582.7
인천광역시 부평구 갈산동 36번지,공동주택,658.547
인천광역시 부평구 갈산동 37-1번지,단독주택,110.71
인천광역시 부평구 갈산동 37-2번지,단독주택,149.23
인천광역시 부평구 갈산동 37-4번지,제1종근린생활시설,276.83
인천광역시 부평구 갈산동 37-5번지,제2종근린생활시설,335.99
인천광역시 부평구 갈산동 370-10번지,단독주택,494.61
인천광역시 부평구 갈산동 370-11번지,단독주택,494.4
인천광역시 부평구 갈산동 370-12번지,단독주택,371.74
인천광역시 부평구 갈산동 370-13번지,단독주택,328.96
인천광역시 부평구 갈산동 370-14번지,단독주택,369.2
인천광역시 부평구 갈산동 370-15번지,단독주택,473.28
인천광역시 부평구 갈산동 370-16번지,단독주택,494.12
인천광역시 부평구 갈산동 370-17번지,단독주택,582.02
인천광역시 부평구 갈산동 370-18번지,단독주택,494.62
인천광역시 부평구 갈산동 370-19번지,단독주택,486.06
인천광역시 부평구 갈산동 370-1번지,단독주택,488.0
인천광역시 부평구 갈산동 370-2번지,단독주택,458.01
인천광역시 부평구 갈산동 370-3번지,단독주택,494.05
인천광역시 부평구 갈산동 370-4번지,단독주택,494.8
인천광역시 부평구 갈산동 370-5번지,단독주택,493.95
인천광역시 부평구 갈산동 370-6번지,제2종근린생활시설,500.54
인천광역시 부평구 갈산동 370-7번지,단독주택,477.8
인천광역시 부평구 갈산동 370-8번지,단독주택,494.9
인천광역시 부평구 갈산동 370-9번지,제2종근린생활시설,349.26
인천광역시 부평구 갈산동 370번지,단독주택,655.6
인천광역시 부평구 갈산동 371-10번지,단독주택,493.17
인천광역시 부평구 갈산동 371-11번지,단독주택,379.74
인천광역시 부평구 갈산동 371-12번지,단독주택,387.32
인천광역시 부평구 갈산동 371-1번지,단독주택,488.04
인천광역시 부평구 갈산동 371-2번지,단독주택,596.94
인천광역시 부평구 갈산동 371-3번지,단독주택,491.76
인천광역시 부평구 갈산동 371-4번지,단독주택,495.24
인천광역시 부평구 갈산동 371-5번지,단독주택,485.73
인천광역시 부평구 갈산동 371-6번지,단독주택,494.77
인천광역시 부평구 갈산동 371-7번지,단독주택,373.44
인천광역시 부평구 갈산동 371-8번지,단독주택,469.75
인천광역시 부평구 갈산동 371-9번지,단독주택,477.96
인천광역시 부평구 갈산동 371번지,단독주택,492.54
인천광역시 부평구 갈산동 373-7번지,단독주택,493.83
인천광역시 부평구 갈산동 374번지,공동주택,7045.64
인천광역시 부평구 갈산동 374번지,제1종근린생활시설,4016.42
인천광역시 부평구 갈산동 377-10번지,단독주택,460.45
인천광역시 부평구 갈산동 377-11번지,단독주택,430.53
인천광역시 부평구 갈산동 377-12번지,단독주택,490.5
인천광역시 부평구 갈산동 377-13번지,단독주택,479.71
인천광역시 부평구 갈산동 377-14번지,단독주택,494.91
인천광역시 부평구 갈산동 377-1번지,단독주택,492.96
인천광역시 부평구 갈산동 377-2번지,단독주택,493.83
인천광역시 부평구 갈산동 377-3번지,단독주택,494.5
인천광역시 부평구 갈산동 377-4번지,단독주택,494.12
인천광역시 부평구 갈산동 377-5번지,단독주택,494.57
인천광역시 부평구 갈산동 377-6번지,단독주택,494.14
인천광역시 부평구 갈산동 377-7번지,단독주택,465.31
인천광역시 부평구 갈산동 377-8번지,단독주택,494.37
인천광역시 부평구 갈산동 377-9번지,단독주택,416.61
인천광역시 부평구 갈산동 377번지,단독주택,465.45
인천광역시 부평구 갈산동 378-10번지,단독주택,490.6
인천광역시 부평구 갈산동 378-11번지,단독주택,491.8
인천광역시 부평구 갈산동 378-12번지,단독주택,494.7
인천광역시 부평구 갈산동 378-13번지,단독주택,493.58
인천광역시 부평구 갈산동 378-14번지,단독주택,492.75
인천광역시 부평구 갈산동 378-15번지,단독주택,445.82
인천광역시 부평구 갈산동 378-16번지,단독주택,494.36
인천광역시 부평구 갈산동 378-17번지,단독주택,494.82
인천광역시 부평구 갈산동 378-1번지,단독주택,492.56
인천광역시 부평구 갈산동 378-2번지,단독주택,527.88
인천광역시 부평구 갈산동 378-3번지,단독주택,520.85
인천광역시 부평구 갈산동 378-4번지,단독주택,492.73
인천광역시 부평구 갈산동 378-5번지,단독주택,494.88
인천광역시 부평구 갈산동 378-6번지,단독주택,489.88
인천광역시 부평구 갈산동 378-7번지,단독주택,494.82
인천광역시 부평구 갈산동 378-8번지,단독주택,598.65
인천광역시 부평구 갈산동 378-9번지,단독주택,494.26
인천광역시 부평구 갈산동 378번지,단독주택,491.78
인천광역시 부평구 갈산동 379-10번지,단독주택,340.67
인천광역시 부평구 갈산동 379-11번지,단독주택,484.73
인천광역시 부평구 갈산동 379-1번지,단독주택,494.7
인천광역시 부평구 갈산동 379-2번지,단독주택,473.0
