시도명,시군구명,법정읍면동명,법정리명,본번,부번,기초구역번호,2017,2018,2019
인천광역시,부평구,부평동,,665,62,21430,"1,721,000 원","1,734,000 원","1,868,000 원"
인천광역시,부평구,부평동,,655,12,21424,"2,264,000 원","2,335,000 원","2,448,000 원"
인천광역시,부평구,부평동,,655,62,21424,"1,412,000 원","1,555,000 원","1,673,000 원"
인천광역시,부평구,부평동,,665,356,21430,"1,455,000 원","1,570,000 원","1,689,000 원"
인천광역시,부평구,부평동,,665,357,21430,"1,367,000 원","1,493,000 원","1,606,000 원"
인천광역시,부평구,부평동,,655,28,21424,"1,440,000 원","1,570,000 원","1,689,000 원"
인천광역시,부평구,부평동,,655,23,21424,"1,564,000 원","1,708,000 원","1,841,000 원"
인천광역시,부평구,부평동,,655,61,21424,"1,485,000 원","1,620,000 원","1,743,000 원"
인천광역시,부평구,부평동,,655,60,21424,"1,984,000 원","2,097,000 원","2,258,000 원"
인천광역시,부평구,부평동,,655,22,21424,"1,984,000 원","2,097,000 원","2,258,000 원"
인천광역시,부평구,부평동,,655,3,21424,"1,177,000 원","1,342,000 원","1,404,000 원"
인천광역시,부평구,부평동,,655,64,21424,"1,177,000 원","1,342,000 원","1,404,000 원"
인천광역시,부평구,부평동,,665,360,21430,"1,177,000 원","1,342,000 원","1,404,000 원"
인천광역시,부평구,부평동,,665,362,21430,"1,177,000 원","1,342,000 원","1,404,000 원"
인천광역시,부평구,부평동,,665,381,21430,"1,095,000 원","1,237,000 원","1,294,000 원"
인천광역시,부평구,부평동,,665,391,21430,"1,095,000 원","1,237,000 원","1,294,000 원"
인천광역시,부평구,부평동,,665,363,21430,"2,474,000 원","2,620,000 원","2,747,000 원"
인천광역시,부평구,부평동,,665,359,21430,"2,474,000 원","2,620,000 원","2,747,000 원"
인천광역시,부평구,부평동,,665,382,21430,"1,470,000 원","1,619,000 원","1,741,000 원"
인천광역시,부평구,부평동,,665,380,21430,"1,455,000 원","1,603,000 원","1,725,000 원"
인천광역시,부평구,부평동,,655,30,21424,"1,455,000 원","1,603,000 원","1,725,000 원"
인천광역시,부평구,부평동,,655,36,21424,"1,367,000 원","1,523,000 원","1,639,000 원"
인천광역시,부평구,부평동,,655,25,21424,"1,367,000 원","1,523,000 원","1,639,000 원"
인천광역시,부평구,부평동,,655,35,21424,"1,470,000 원","1,619,000 원","1,741,000 원"
인천광역시,부평구,부평동,,655,24,21424,"1,564,000 원","1,708,000 원","1,841,000 원"
인천광역시,부평구,부평동,,655,50,21424,"1,984,000 원","2,097,000 원","2,258,000 원"
인천광역시,부평구,부평동,,655,21,21424,"2,060,000 원","2,196,000 원","2,365,000 원"
인천광역시,부평구,부평동,,655,51,21424,"1,177,000 원","1,342,000 원","1,404,000 원"
인천광역시,부평구,부평동,,655,20,21424,"1,177,000 원","1,342,000 원","1,404,000 원"
인천광역시,부평구,부평동,,665,354,21430,"1,095,000 원","1,237,000 원","1,294,000 원"
인천광역시,부평구,부평동,,665,367,21430,"2,375,000 원","2,515,000 원","2,637,000 원"
인천광역시,부평구,부평동,,665,383,21430,"3,282,000 원","3,383,000 원","3,383,000 원"
인천광역시,부평구,부평동,,665,364,21430,"1,485,000 원","1,620,000 원","1,743,000 원"
인천광역시,부평구,부평동,,665,385,21430,"1,395,000 원","1,538,000 원","1,655,000 원"
인천광역시,부평구,부평동,,655,37,21424,"1,485,000 원","1,620,000 원","1,743,000 원"
인천광역시,부평구,부평동,,655,47,21424,"1,564,000 원","1,708,000 원","1,841,000 원"
인천광역시,부평구,부평동,,655,34,21424,"2,459,000 원","2,481,000 원","2,672,000 원"
인천광역시,부평구,부평동,,655,69,21424,"3,250,000 원","3,350,000 원","3,350,000 원"
인천광역시,부평구,부평동,,655,68,21424,"2,687,000 원","2,770,000 원","2,770,000 원"
인천광역시,부평구,부평동,,655,67,21424,"2,292,000 원","2,313,000 원","2,491,000 원"
인천광역시,부평구,부평동,,665,370,21430,"2,687,000 원","2,770,000 원","2,770,000 원"
인천광역시,부평구,부평동,,667,7,21431,"2,435,000 원","2,457,000 원","2,646,000 원"
인천광역시,부평구,부평동,,654,7,21425,"767,300 원","1,197,000 원","1,494,000 원"
인천광역시,부평구,부평동,,665,8,21431,"2,306,000 원","2,514,000 원","2,712,000 원"
인천광역시,부평구,부평동,,654,8,21425,"2,330,000 원","2,540,000 원","2,740,000 원"
인천광역시,부평구,부평동,,654,39,21425,"2,306,000 원","2,514,000 원","2,712,000 원"
인천광역시,부평구,부평동,,663,0,21431,"1,215,000 원","1,819,000 원","2,137,000 원"
인천광역시,부평구,부평동,,654,14,21425,"768,900 원","838,200 원","904,200 원"
인천광역시,부평구,부평동,,654,35,21425,"2,166,000 원","2,362,000 원","2,548,000 원"
인천광역시,부평구,부평동,,636,1,21425,"2,036,000 원","2,194,000 원","2,367,000 원"
인천광역시,부평구,부평동,,663,23,21431,"2,306,000 원","2,514,000 원","2,712,000 원"
인천광역시,부평구,부평동,,713,0,21431,"1,404,000 원","1,519,000 원","1,634,000 원"
인천광역시,부평구,부평동,,636,3,21425,"1,305,000 원","1,426,000 원","1,534,000 원"
인천광역시,부평구,부평동,,636,62,21425,"1,404,000 원","1,519,000 원","1,634,000 원"
인천광역시,부평구,부평동,,636,61,21425,"1,347,000 원","1,458,000 원","1,568,000 원"
인천광역시,부평구,부평동,,636,60,21425,"1,404,000 원","1,519,000 원","1,634,000 원"
인천광역시,부평구,부평동,,636,4,21425,"1,605,000 원","1,737,000 원","1,869,000 원"
인천광역시,부평구,부평동,,636,21,21425,"2,306,000 원","2,514,000 원","2,712,000 원"
인천광역시,부평구,부평동,,636,14,21425,"2,306,000 원","2,514,000 원","2,712,000 원"
인천광역시,부평구,부평동,,636,19,21425,"2,306,000 원","2,514,000 원","2,712,000 원"
인천광역시,부평구,부평동,,636,16,21425,"1,404,000 원","1,519,000 원","1,634,000 원"
인천광역시,부평구,부평동,,636,59,21425,"1,404,000 원","1,519,000 원","1,634,000 원"
인천광역시,부평구,부평동,,636,50,21425,"1,404,000 원","1,519,000 원","1,634,000 원"
인천광역시,부평구,부평동,,636,38,21425,"1,605,000 원","1,702,000 원","1,831,000 원"
인천광역시,부평구,부평동,,636,23,21425,"2,376,000 원","2,590,000 원","2,794,000 원"
인천광역시,부평구,부평동,,636,36,21425,"2,306,000 원","2,514,000 원","2,712,000 원"
인천광역시,부평구,부평동,,636,26,21425,"2,232,000 원","2,433,000 원","2,624,000 원"
인천광역시,부평구,부평동,,636,29,21425,"2,029,000 원","2,212,000 원","2,386,000 원"
인천광역시,부평구,부평동,,636,39,21425,"531,300 원","574,200 원","580,800 원"
인천광역시,부평구,부평동,,633,8,21425,"1,645,000 원","1,795,000 원","1,935,000 원"
인천광역시,부평구,부평동,,633,10,21425,"1,358,000 원","1,482,000 원","1,598,000 원"
인천광역시,부평구,부평동,,633,0,21425,"1,645,000 원","1,795,000 원","1,935,000 원"
인천광역시,부평구,부평동,,945,0,21431,"1,401,000 원","1,529,000 원","1,594,000 원"
인천광역시,부평구,부평동,,624,20,21426,"1,546,000 원","1,687,000 원","1,818,000 원"
인천광역시,부평구,부평동,,624,21,21426,"1,628,000 원","1,795,000 원","1,935,000 원"
인천광역시,부평구,부평동,,624,26,21426,"1,140,000 원","1,240,000 원","1,548,000 원"
인천광역시,부평구,부평동,,623,27,21426,"1,140,000 원","1,240,000 원","1,370,000 원"
인천광역시,부평구,부평동,,623,32,21426,"1,140,000 원","1,240,000 원","1,370,000 원"
인천광역시,부평구,부평동,,623,33,21426,"1,162,000 원","1,277,000 원","1,411,000 원"
인천광역시,부평구,부평동,,767,163,21412,"1,162,000 원","1,277,000 원","1,411,000 원"
인천광역시,부평구,부평동,,767,357,21412,"1,105,000 원","1,226,000 원","1,354,000 원"
인천광역시,부평구,부평동,,767,148,21412,"1,074,000 원","1,138,000 원","1,257,000 원"
인천광역시,부평구,부평동,,767,144,21411,"1,074,000 원","1,160,000 원","1,281,000 원"
인천광역시,부평구,부평동,,767,141,21411,"1,130,000 원","1,324,000 원","1,463,000 원"
인천광역시,부평구,부평동,,767,12,21411,0,"379,500 원","419,100 원"
인천광역시,부평구,부평동,,767,238,21411,"924,300 원","1,030,000 원","1,110,000 원"
인천광역시,부평구,부평동,,767,14,21411,"1,249,000 원","1,360,000 원","1,360,000 원"
인천광역시,부평구,부평동,,767,15,21411,"1,287,000 원","1,429,000 원","1,429,000 원"
인천광역시,부평구,부평동,,767,13,21411,"1,287,000 원","1,401,000 원","1,401,000 원"
인천광역시,부평구,부평동,,767,232,21411,"1,122,000 원","1,233,000 원","1,233,000 원"
인천광역시,부평구,부평동,,760,637,21409,"1,068,000 원","1,163,000 원","1,163,000 원"
인천광역시,부평구,부평동,,760,768,21409,"1,111,000 원","1,210,000 원","1,210,000 원"
인천광역시,부평구,부평동,,760,769,21409,"1,111,000 원","1,210,000 원","1,210,000 원"
인천광역시,부평구,부평동,,760,856,21409,"1,091,000 원","1,200,000 원","1,200,000 원"
인천광역시,부평구,부평동,,760,786,21409,"1,158,000 원","1,261,000 원","1,261,000 원"
인천광역시,부평구,부평동,,760,787,21409,"1,419,000 원","1,533,000 원","1,605,000 원"
인천광역시,부평구,부평동,,760,788,21409,"1,495,000 원","1,614,000 원","1,690,000 원"
인천광역시,부평구,부평동,,760,789,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,809,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,726,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,645,21409,"914,900 원","997,000 원","1,043,000 원"
인천광역시,부평구,부평동,,760,435,21409,"975,700 원","1,051,000 원","1,101,000 원"
인천광역시,부평구,부평동,,760,436,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,437,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,438,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,440,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,425,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,426,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,427,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,428,21409,"923,100 원","1,005,000 원","1,053,000 원"
인천광역시,부평구,부평동,,760,429,21409,"1,424,000 원","1,538,000 원","1,611,000 원"
인천광역시,부평구,부평동,,760,416,21409,"1,438,000 원","1,553,000 원","1,627,000 원"
인천광역시,부평구,부평동,,760,417,21409,"1,495,000 원","1,613,000 원","1,738,000 원"
인천광역시,부평구,부평동,,760,419,21409,"947,700 원","1,033,000 원","1,111,000 원"
인천광역시,부평구,부평동,,760,864,21409,"947,700 원","1,033,000 원","1,111,000 원"
인천광역시,부평구,부평동,,760,155,21409,"1,495,000 원","1,613,000 원","1,738,000 원"
인천광역시,부평구,부평동,,760,154,21409,"1,601,000 원","1,741,000 원","1,824,000 원"
인천광역시,부평구,부평동,,760,844,21409,"1,510,000 원","1,630,000 원","1,756,000 원"
인천광역시,부평구,부평동,,760,845,21409,"1,495,000 원","1,613,000 원","1,738,000 원"
인천광역시,부평구,부평동,,760,846,21409,"1,683,000 원","1,852,000 원","2,049,000 원"
인천광역시,부평구,부평동,,738,9,21408,"2,095,000 원","2,093,000 원","2,315,000 원"
인천광역시,부평구,부평동,,760,833,21408,"471,900 원","518,100 원","542,800 원"
인천광역시,부평구,부평동,,760,35,21408,0,0,0
인천광역시,부평구,부평동,,760,34,21408,"1,570,000 원","1,693,000 원","1,873,000 원"
인천광역시,부평구,부평동,,750,101,21408,"1,144,000 원","1,230,000 원","1,289,000 원"
인천광역시,부평구,부평동,,738,32,21408,"1,202,000 원","1,320,000 원","1,383,000 원"
인천광역시,부평구,부평동,,747,6,21408,"1,202,000 원","1,320,000 원","1,383,000 원"
인천광역시,부평구,부평동,,747,5,21408,"1,202,000 원","1,293,000 원","1,355,000 원"
인천광역시,부평구,부평동,,747,7,21408,"1,202,000 원","1,320,000 원","1,383,000 원"
인천광역시,부평구,부평동,,747,8,21408,"1,132,000 원","1,243,000 원","1,302,000 원"
인천광역시,부평구,부평동,,747,9,21408,"1,784,000 원","1,920,000 원","2,011,000 원"
인천광역시,부평구,부평동,,747,17,21408,"1,522,000 원","1,642,000 원","1,816,000 원"
인천광역시,부평구,부평동,,747,13,21408,"1,570,000 원","1,693,000 원","1,873,000 원"
인천광역시,부평구,부평동,,747,14,21408,0,0,0
인천광역시,부평구,부평동,,747,0,21408,0,0,0
인천광역시,부평구,부평동,,739,2,21408,"1,565,000 원","1,770,000 원","2,118,000 원"
인천광역시,부평구,부평동,,736,3,21407,"1,517,000 원","2,061,000 원","2,467,000 원"
인천광역시,부평구,부평동,,733,2,21407,0,0,0
인천광역시,부평구,부평동,,733,13,21407,"1,101,000 원","1,198,000 원","1,254,000 원"
인천광역시,부평구,부평동,,733,7,21407,"2,619,000 원","2,696,000 원","2,696,000 원"
인천광역시,부평구,부평동,,730,3,21407,"2,700,000 원","2,780,000 원","2,780,000 원"
인천광역시,부평구,부평동,,729,5,21407,"514,800 원","546,100 원","587,400 원"
인천광역시,부평구,부평동,,728,2,21407,"2,546,000 원","2,621,000 원","2,621,000 원"
인천광역시,부평구,부평동,,728,18,21407,"2,802,000 원","2,885,000 원","2,885,000 원"
인천광역시,부평구,부평동,,728,20,21407,"2,802,000 원","2,885,000 원","2,885,000 원"
인천광역시,부평구,부평동,,728,9,21407,"2,802,000 원","2,885,000 원","2,885,000 원"
인천광역시,부평구,부평동,,725,15,21407,"2,802,000 원","2,885,000 원","2,885,000 원"
인천광역시,부평구,부평동,,725,9,21407,"1,460,000 원","1,590,000 원","1,665,000 원"
인천광역시,부평구,부평동,,699,15,21407,"1,487,000 원","1,620,000 원","1,696,000 원"
인천광역시,부평구,부평동,,697,18,21407,"1,445,000 원","1,542,000 원","1,615,000 원"
인천광역시,부평구,부평동,,697,16,21407,"514,800 원","546,100 원","587,400 원"
인천광역시,부평구,부평동,,697,5,21407,"2,968,000 원","3,057,000 원","2,994,000 원"
인천광역시,부평구,부평동,,697,34,21407,"2,968,000 원","3,057,000 원","2,994,000 원"
인천광역시,부평구,부평동,,697,22,21407,"1,618,000 원","1,712,000 원","1,795,000 원"
인천광역시,부평구,부평동,,692,3,21407,"1,618,000 원","1,712,000 원","1,795,000 원"
인천광역시,부평구,부평동,,693,3,21407,"1,550,000 원","1,645,000 원","1,645,000 원"
인천광역시,부평구,부평동,,604,0,21406,"1,457,000 원","1,562,000 원","1,562,000 원"
인천광역시,부평구,부평동,,604,4,21406,"1,561,000 원","1,633,000 원","1,712,000 원"
인천광역시,부평구,부평동,,604,6,21406,"1,565,000 원","1,661,000 원","1,661,000 원"
인천광역시,부평구,부평동,,604,40,21406,"1,565,000 원","1,661,000 원","1,661,000 원"
인천광역시,부평구,부평동,,604,47,21406,"1,304,000 원","1,406,000 원","1,473,000 원"
인천광역시,부평구,부평동,,604,7,21406,"1,612,000 원","1,710,000 원","1,710,000 원"
인천광역시,부평구,부평동,,604,41,21406,"1,304,000 원","1,406,000 원","1,473,000 원"
인천광역시,부평구,부평동,,604,51,21406,"1,718,000 원","1,817,000 원","1,906,000 원"
인천광역시,부평구,부평동,,604,10,21406,"1,665,000 원","1,761,000 원","1,847,000 원"
인천광역시,부평구,부평동,,604,43,21406,"1,301,000 원","1,360,000 원","1,426,000 원"
인천광역시,부평구,부평동,,604,14,21406,"511,500 원","542,800 원","542,800 원"
인천광역시,부평구,부평동,,604,34,21406,"1,536,000 원","1,655,000 원","1,781,000 원"
인천광역시,부평구,부평동,,604,37,21406,"1,279,000 원","1,378,000 원","1,443,000 원"
인천광역시,부평구,부평동,,604,39,21406,"1,545,000 원","1,685,000 원","1,765,000 원"
인천광역시,부평구,부평동,,680,0,21406,"1,422,000 원","1,551,000 원","1,625,000 원"
인천광역시,부평구,부평동,,608,2,21406,"1,375,000 원","1,482,000 원","1,553,000 원"
인천광역시,부평구,부평동,,608,3,21406,"1,375,000 원","1,482,000 원","1,553,000 원"
인천광역시,부평구,부평동,,609,0,21406,"1,361,000 원","1,467,000 원","1,537,000 원"
인천광역시,부평구,부평동,,609,27,21406,"1,487,000 원","1,624,000 원","1,751,000 원"
인천광역시,부평구,부평동,,609,2,21406,"1,487,000 원","1,624,000 원","1,751,000 원"
인천광역시,부평구,부평동,,609,3,21406,"1,291,000 원","1,393,000 원","1,459,000 원"
인천광역시,부평구,부평동,,609,15,21406,"2,299,000 원","2,620,000 원","3,011,000 원"
인천광역시,부평구,부평동,,609,16,21406,"567,600 원","646,800 원","716,100 원"
인천광역시,부평구,부평동,,609,17,21406,"1,915,000 원","2,362,000 원","2,710,000 원"
인천광역시,부평구,부평동,,609,11,21406,"1,666,000 원","2,055,000 원","2,358,000 원"
인천광역시,부평구,부평동,,161,12,21403,"1,650,000 원","2,035,000 원","2,335,000 원"
인천광역시,부평구,부평동,,597,2,21403,"1,871,000 원","2,307,000 원","2,647,000 원"
인천광역시,부평구,부평동,,503,4,21403,"1,650,000 원","2,035,000 원","2,467,000 원"
인천광역시,부평구,부평동,,503,6,21403,"1,650,000 원","2,035,000 원","2,467,000 원"
인천광역시,부평구,부평동,,599,3,21403,"1,650,000 원","2,035,000 원","2,467,000 원"
인천광역시,부평구,부평동,,500,12,21403,"1,650,000 원","2,035,000 원","2,335,000 원"
인천광역시,부평구,부평동,,500,1,21403,"1,650,000 원","2,035,000 원","2,335,000 원"
인천광역시,부평구,부평동,,500,6,21403,"1,782,000 원","2,527,000 원","2,900,000 원"
인천광역시,부평구,부평동,,500,7,21403,"1,650,000 원","2,035,000 원","2,335,000 원"
인천광역시,부평구,부평동,,600,3,21403,"1,650,000 원","2,035,000 원","2,335,000 원"
인천광역시,부평구,부평동,,499,2,21403,"1,650,000 원","2,035,000 원","2,335,000 원"
인천광역시,부평구,부평동,,499,11,21403,"1,782,000 원","2,197,000 원","2,521,000 원"
인천광역시,부평구,부평동,,602,5,21403,"1,650,000 원","2,035,000 원","2,335,000 원"
인천광역시,부평구,부평동,,499,8,21403,"1,782,000 원","2,197,000 원","2,521,000 원"
인천광역시,부평구,부평동,,499,13,21403,"1,663,000 원","2,027,000 원","2,245,000 원"
인천광역시,부평구,부평동,,499,14,21403,"1,622,000 원","1,631,000 원","1,761,000 원"
인천광역시,부평구,부평동,,602,6,21403,"1,622,000 원","1,631,000 원","1,761,000 원"
인천광역시,부평구,부평동,,499,1,21403,"1,654,000 원","1,663,000 원","1,795,000 원"
인천광역시,부평구,부평동,,497,11,21403,"1,606,000 원","1,616,000 원","1,743,000 원"
인천광역시,부평구,부평동,,678,15,21429,"1,760,000 원","1,770,000 원","1,910,000 원"
인천광역시,부평구,부평동,,678,17,21429,"1,760,000 원","1,770,000 원","1,910,000 원"
인천광역시,부평구,부평동,,678,20,21429,"1,707,000 원","1,770,000 원","1,910,000 원"
인천광역시,부평구,부평동,,685,15,21430,"1,735,000 원","1,651,000 원","1,782,000 원"
인천광역시,부평구,부평동,,685,16,21430,"1,565,000 원","1,652,000 원","1,782,000 원"
인천광역시,부평구,부평동,,678,24,21429,"1,185,000 원","1,278,000 원","1,379,000 원"
인천광역시,부평구,부평동,,755,40,21429,"1,150,000 원","1,214,000 원","1,310,000 원"
인천광역시,부평구,부평동,,678,23,21429,"1,185,000 원","1,278,000 원","1,379,000 원"
인천광역시,부평구,부평동,,755,33,21429,"1,185,000 원","1,278,000 원","1,379,000 원"
인천광역시,부평구,부평동,,755,41,21429,"1,395,000 원","1,474,000 원","1,590,000 원"
인천광역시,부평구,부평동,,755,39,21429,"1,395,000 원","1,474,000 원","1,590,000 원"
인천광역시,부평구,부평동,,755,38,21429,"1,562,000 원","1,699,000 원","1,833,000 원"
인천광역시,부평구,부평동,,755,37,21429,"1,566,000 원","1,575,000 원","1,699,000 원"
인천광역시,부평구,부평동,,755,35,21429,"1,579,000 원","1,717,000 원","1,853,000 원"
인천광역시,부평구,부평동,,755,32,21429,"1,440,000 원","1,479,000 원","1,550,000 원"
인천광역시,부평구,부평동,,665,48,21430,"1,560,000 원","1,575,000 원","1,699,000 원"
인천광역시,부평구,부평동,,665,333,21429,"1,210,000 원","1,391,000 원","1,391,000 원"
인천광역시,부평구,부평동,,665,126,21430,"1,234,000 원","1,434,000 원","1,434,000 원"
인천광역시,부평구,부평동,,665,145,21430,"1,234,000 원","1,434,000 원","1,434,000 원"
인천광역시,부평구,부평동,,665,72,21429,"1,197,000 원","1,377,000 원","1,377,000 원"
인천광역시,부평구,부평동,,665,298,21429,"1,197,000 원","1,377,000 원","1,377,000 원"
인천광역시,부평구,부평동,,665,285,21429,"1,220,000 원","1,418,000 원","1,418,000 원"
인천광역시,부평구,부평동,,665,286,21429,"1,210,000 원","1,420,000 원","1,420,000 원"
인천광역시,부평구,부평동,,665,297,21429,"1,220,000 원","1,418,000 원","1,418,000 원"
인천광역시,부평구,부평동,,665,296,21429,"1,210,000 원","1,420,000 원","1,420,000 원"
인천광역시,부평구,부평동,,665,287,21429,"1,197,000 원","1,377,000 원","1,377,000 원"
인천광역시,부평구,부평동,,665,288,21429,"1,197,000 원","1,405,000 원","1,405,000 원"
인천광역시,부평구,부평동,,665,295,21429,"1,483,000 원","1,508,000 원","1,580,000 원"
인천광역시,부평구,부평동,,665,289,21429,"1,396,000 원","1,434,000 원","1,503,000 원"
인천광역시,부평구,부평동,,665,405,21429,"1,396,000 원","1,434,000 원","1,503,000 원"
인천광역시,부평구,부평동,,665,290,21429,"1,186,000 원","1,218,000 원","1,276,000 원"
인천광역시,부평구,부평동,,665,292,21429,"1,186,000 원","1,218,000 원","1,276,000 원"
인천광역시,부평구,부평동,,665,304,21430,"1,440,000 원","1,479,000 원","1,550,000 원"
인천광역시,부평구,부평동,,665,305,21430,"1,424,000 원","1,448,000 원","1,518,000 원"
인천광역시,부평구,부평동,,665,50,21430,"1,438,000 원","1,477,000 원","1,548,000 원"
인천광역시,부평구,부평동,,665,57,21430,"1,497,000 원","1,538,000 원","1,612,000 원"
인천광역시,부평구,부평동,,665,302,21429,"1,497,000 원","1,538,000 원","1,612,000 원"
인천광역시,부평구,부평동,,665,306,21430,"1,440,000 원","1,479,000 원","1,550,000 원"
인천광역시,부평구,부평동,,665,307,21429,"1,440,000 원","1,479,000 원","1,550,000 원"
인천광역시,부평구,부평동,,665,308,21429,"1,440,000 원","1,463,000 원","1,533,000 원"
인천광역시,부평구,부평동,,665,309,21429,"1,264,000 원","1,434,000 원","1,503,000 원"
인천광역시,부평구,부평동,,665,312,21430,"1,264,000 원","1,434,000 원","1,503,000 원"
인천광역시,부평구,부평동,,665,311,21429,"1,454,000 원","1,479,000 원","1,550,000 원"
인천광역시,부평구,부평동,,755,126,21429,"1,480,000 원","1,564,000 원","1,687,000 원"
인천광역시,부평구,부평동,,665,531,21430,"1,480,000 원","1,564,000 원","1,687,000 원"
인천광역시,부평구,부평동,,665,530,21430,"1,480,000 원","1,596,000 원","1,722,000 원"
인천광역시,부평구,부평동,,755,125,21429,"1,196,000 원","1,522,000 원","1,596,000 원"
인천광역시,부평구,부평동,,678,11,21429,"1,196,000 원","1,522,000 원","1,596,000 원"
인천광역시,부평구,부평동,,678,9,21429,"1,150,000 원","1,450,000 원","1,520,000 원"
인천광역시,부평구,부평동,,678,7,21429,"1,184,000 원","1,493,000 원","1,565,000 원"
인천광역시,부평구,부평동,,755,133,21429,"1,150,000 원","1,450,000 원","1,520,000 원"
인천광역시,부평구,부평동,,755,132,21429,"1,184,000 원","1,493,000 원","1,565,000 원"
인천광역시,부평구,부평동,,755,136,21429,"1,150,000 원","1,450,000 원","1,520,000 원"
인천광역시,부평구,부평동,,755,131,21429,"1,184,000 원","1,537,000 원","1,611,000 원"
인천광역시,부평구,부평동,,755,97,21429,"379,500 원","478,500 원","501,600 원"
인천광역시,부평구,부평동,,755,128,21429,"1,196,000 원","1,522,000 원","1,596,000 원"
인천광역시,부평구,부평동,,755,168,21429,"1,196,000 원","1,493,000 원","1,565,000 원"
인천광역시,부평구,부평동,,755,127,21429,"1,184,000 원","1,389,000 원","1,456,000 원"
인천광역시,부평구,부평동,,755,100,21429,"1,137,000 원","1,389,000 원","1,456,000 원"
인천광역시,부평구,부평동,,755,137,21429,"1,160,000 원","1,389,000 원","1,456,000 원"
인천광역시,부평구,부평동,,755,138,21429,"1,127,000 원","1,363,000 원","1,428,000 원"
인천광역시,부평구,부평동,,755,135,21429,"1,127,000 원","1,435,000 원","1,504,000 원"
인천광역시,부평구,부평동,,755,172,21429,"1,795,000 원","1,900,000 원","2,044,000 원"
인천광역시,부평구,부평동,,755,134,21429,"1,870,000 원","1,980,000 원","2,130,000 원"
인천광역시,부평구,부평동,,755,175,21429,"1,477,000 원","1,611,000 원","1,736,000 원"
인천광역시,부평구,부평동,,18,0,21429,"1,795,000 원","1,900,000 원","2,044,000 원"
인천광역시,부평구,부평동,,755,98,21429,"1,480,000 원","1,615,000 원","1,740,000 원"
인천광역시,부평구,부평동,,760,376,21409,"1,480,000 원","1,615,000 원","1,740,000 원"
인천광역시,부평구,부평동,,760,375,21409,"1,795,000 원","1,900,000 원","2,044,000 원"
인천광역시,부평구,부평동,,754,124,21408,"1,465,000 원","1,598,000 원","1,722,000 원"
인천광역시,부평구,부평동,,760,369,21409,"1,851,000 원","1,960,000 원","2,108,000 원"
인천광역시,부평구,부평동,,754,99,21408,"1,465,000 원","1,598,000 원","1,722,000 원"
인천광역시,부평구,부평동,,754,58,21408,"1,477,000 원","1,611,000 원","1,736,000 원"
인천광역시,부평구,부평동,,760,368,21409,"1,522,000 원","1,661,000 원","1,790,000 원"
인천광역시,부평구,부평동,,754,2,21408,"1,539,000 원","1,679,000 원","1,809,000 원"
인천광역시,부평구,부평동,,760,367,21409,"1,480,000 원","1,615,000 원","1,740,000 원"
인천광역시,부평구,부평동,,760,146,21408,"1,556,000 원","1,661,000 원","1,790,000 원"
인천광역시,부평구,부평동,,760,366,21409,"1,156,000 원","1,272,000 원","1,364,000 원"
인천광역시,부평구,부평동,,760,361,21409,"1,191,000 원","1,309,000 원","1,404,000 원"
인천광역시,부평구,부평동,,760,132,21408,"1,112,000 원","1,210,000 원","1,298,000 원"
인천광역시,부평구,부평동,,760,328,21409,"1,112,000 원","1,210,000 원","1,298,000 원"
인천광역시,부평구,부평동,,760,326,21409,"1,133,000 원","1,246,000 원","1,336,000 원"
인천광역시,부평구,부평동,,760,336,21409,"1,135,000 원","1,235,000 원","1,325,000 원"
인천광역시,부평구,부평동,,760,284,21409,"1,135,000 원","1,235,000 원","1,325,000 원"
인천광역시,부평구,부평동,,760,300,21409,"1,123,000 원","1,235,000 원","1,325,000 원"
인천광역시,부평구,부평동,,760,299,21409,"1,010,000 원","1,099,000 원","1,179,000 원"
인천광역시,부평구,부평동,,760,340,21409,"1,293,000 원","1,358,000 원","1,503,000 원"
인천광역시,부평구,부평동,,760,298,21409,"1,010,000 원","1,099,000 원","1,179,000 원"
인천광역시,부평구,부평동,,760,297,21409,"1,436,000 원","1,725,000 원","1,910,000 원"
인천광역시,부평구,부평동,,760,346,21409,"1,010,000 원","1,099,000 원","1,179,000 원"
인천광역시,부평구,부평동,,760,313,21409,"1,157,000 원","1,272,000 원","1,364,000 원"
인천광역시,부평구,부평동,,760,353,21409,"1,436,000 원","1,725,000 원","1,910,000 원"
인천광역시,부평구,부평동,,760,314,21409,"1,419,000 원","1,528,000 원","1,640,000 원"
인천광역시,부평구,부평동,,760,355,21409,"1,417,000 원","1,510,000 원","1,620,000 원"
