BAS_ID,open_15cluster,close_15cluster,주거인구/직장인구,아파트 가구수,단독주택 비율,서비스업매출비율,외식업매출비율,근린생활시설 비율,평균최근접역거리,(주거인구+직장인구) / 유동인구,공동주택 비율,평균 도로 길이,도로길이고려_전체통합도,평균최근접정류장거리,점포밀도,도로율,상가밀도
21300,13,14.0,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21301,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21302,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21303,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21304,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21305,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21306,13,9.0,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21307,13,14.0,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소
21308,13,14.0,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소
21309,13,9.0,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21310,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 순환 활발
21311,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21312,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21313,13,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소
21314,2,9.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 순환 활발
21315,2,3.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 순환 활발
21316,8,5.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21317,8,0.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21318,3,0.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21319,3,8.0,상대적 상권 확장,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 확장,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21320,3,8.0,상대적 상권 확장,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 확장,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21321,3,8.0,상대적 상권 확장,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 확장,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21322,9,-1.0,,,,,,,,,,,,,,,
21323,8,0.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21324,3,0.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 확장,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21325,3,8.0,상대적 상권 확장,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 확장,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21326,3,8.0,상대적 상권 확장,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21327,3,-1.0,,,,,,,,,,,,,,,
21328,8,0.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21329,14,5.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21330,8,5.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21331,14,5.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21332,14,5.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
21333,14,5.0,상대적 상권 확장,상대적 상권 순환 저조,상대적 상권 순환 활발,상대적 상권 축소,상대적 상권 순환 활발,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 순환 저조,상대적 상권 축소,상대적 상권 축소,상대적 상권 순환 저조,상대적 상권 확장,상대적 상권 순환 활발,상대적 상권 순환 활발,상대적 상권 순환 활발
