,BAS_ID,IntHH_RI,IntHH_R2_RI,IntHH_R3_RI,IntHH_R5_RI,IntTekl_RI,IntTekl_R2_RI,IntTekl_R3_RI,IntTekl_R5_RI
32,21332,82.3264068993814,1128.4191158653518,880.162034314528,684.4576410244613,532.5518434539802,556.305798772509,476.8423474600565,467.18246730637514
33,21333,222.3775677472478,3192.313385910857,2556.0649662490086,2017.1724731374968,1449.4250339357084,1466.7051378928315,1356.2913467827977,1330.472772185071
34,21334,208.4774369071189,2487.686503733857,2001.362899500648,1579.6761323434039,1362.1462271335383,1312.7518819049167,1161.6930713883453,1148.4877882790202
35,21335,142.61991635034698,1773.9228960103007,1430.9175026006803,1124.4859852915235,911.4252581387389,801.3219592789096,779.1508230733027,778.5117890549075
36,21336,126.76154962435612,2094.101699256609,1584.9588896661858,1236.4122104252845,804.5544875704063,961.2947550321286,795.6127399750251,764.2619459710345
37,21337,347.7814872987896,5659.749634509466,4334.311400489433,3404.8228017821216,2154.5124184121273,2479.691552539189,2126.6377530609943,2068.9171405215575
38,21338,189.2033083178276,2917.974358641628,2249.3484621704993,1729.0256799140573,1161.0283227376906,1340.8350221989097,1135.9147533453897,1090.2018876196528
39,21339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,21340,95.29548441916126,1148.8023490502546,928.2061566713674,742.6314921094734,616.5725225791433,517.7566222672895,519.0332788515798,523.0643221616765
41,21341,143.87260079026007,1861.2222684202447,1484.3745229971355,1169.905396490171,887.6992948933594,952.5369217857094,815.0204112881552,792.7982053154531
42,21342,118.90327923535939,1719.4019298979395,1376.288568326839,1065.4523804044622,723.2219759990941,829.81464482634,710.4803723640829,678.7973118191617
43,21343,90.78773414506887,1429.0811576488982,1106.119673679506,848.3055380818859,534.0168225926561,646.2150459494683,542.1594090019549,515.7656784419987
44,21344,170.15160118163828,3509.349378394795,2582.6885416514338,1950.4024280783365,1026.3237960519416,1334.6039614839665,1110.7034601451112,1045.6068404809798
45,21345,163.34698493748732,2741.0639250588397,2062.910644156451,1565.1618380187128,978.6766572964858,1134.2715568624014,973.9405645290818,934.49999685585
46,21346,52.777087398416434,647.1488686698801,514.9377319689607,410.06546229023814,308.28819396141034,336.39138183928253,286.0042308125279,280.6939455106729
47,21347,27.68367264534634,388.656028957771,296.21340812078796,237.39596660274793,160.23590811966727,192.8268736519084,155.8100504249266,150.91938235422435
48,21348,135.3799005824367,2307.5211129987365,1705.9187179360604,1265.267728729308,804.245226113552,969.418737188374,806.1476065253989,761.0791127845827
